,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,weber 841001 performer 22.5 ' charcoal grill in black,,,"('rtable_name', 'rtable_description')","['olympus ps-bls1 lithium ion digital camera battery 260236', 'lithium ion ( li-ion ) photo battery']","[""weber 841001 performer 22.5 ' charcoal grill in black"", nan]",0.4536125659942627,0.5463874340057373,2
33,olympus ps-bls1,lithium ion ( li-ion ) photo battery,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_description')","['olympus black 10 megapixels digital camera sp565uz', 'olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish']","['olympus ps-bls1', 'lithium ion ( li-ion ) photo battery']",0.06993448734283447,0.9300655126571655,2
68,ezxs88w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_description')","['olympus black 10 megapixels digital camera sp565uz', 'olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish']","['ezxs88w', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",0.38060224056243896,0.619397759437561,2
36,ion digital camera battery 260236,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name',)",['olympus black 10 megapixels digital camera sp565uz'],['ion digital camera battery 260236'],0.07694149017333984,0.9230585098266602,2
37,ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_description')","['olympus black 10 megapixels digital camera sp565uz', 'olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish']","['ion digital camera battery 260236', 'lithium ion ( li-ion ) photo battery']",0.05472099781036377,0.9452790021896362,2
38,ion digital camera battery 260236,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_price')","['olympus black 10 megapixels digital camera sp565uz', nan]","['ion digital camera battery 260236', nan]",0.07694149017333984,0.9230585098266602,2
40,olympus ps-bls1 lithium,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name',)",['olympus black 10 megapixels digital camera sp565uz'],['olympus ps-bls1 lithium'],0.12435483932495117,0.8756451606750488,2
41,olympus ps-bls1 lithium,lithium ion ( li-ion ) photo battery,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_description')","['olympus black 10 megapixels digital camera sp565uz', 'olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish']","['olympus ps-bls1 lithium', 'lithium ion ( li-ion ) photo battery']",0.08708280324935913,0.9129171967506409,2
42,olympus ps-bls1 lithium,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name', 'ltable_price')","['olympus black 10 megapixels digital camera sp565uz', nan]","['olympus ps-bls1 lithium', nan]",0.12435483932495117,0.8756451606750488,2
44,digital camera battery 260236,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,,olympus ps-bls1 lithium ion digital camera battery 260236,lithium ion ( li-ion ) photo battery,,"('ltable_name',)",['olympus black 10 megapixels digital camera sp565uz'],['digital camera battery 260236'],0.07485204935073853,0.9251479506492615,2
