,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,kodak esp 3250 all-in-one printer value bundle,usb drives,accell,nan,nan,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple blank media pny 12.71,nan,nan,p-sdhc4g2-ef / purple,nan,0
1,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,sf16n4/tqp,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,nan,nan,p-sdhc4g2-ef / purple,nan,0
2,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,nan,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,nan,nan,p-sdhc4g2-ef / purple,nan,0
3,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,nan,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,nan,nan,p-sdhc4g2-ef / purple,nan,0
4,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms,usb drives,nan,q3675a,nan,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple blank media pny 12.71,nan,nan,p-sdhc4g2-ef / purple,nan,0
5,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,nan,nan,uniden slimline corded phone with cid cw - un-1260bk uniden,nan,nan,97556,nan,0
6,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,usb drives,nan,nan,nan,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple blank media pny 12.71,nan,nan,p-sdhc4g2-ef / purple,nan,0
7,da-lite matte white gray carpeted picture king w keystone eliminator - hdtv format 92 diagonal electronics - general,usb drives,nan,nan,nan,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple blank media pny 12.71,nan,nan,p-sdhc4g2-ef / purple,64.24,0
8,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,gb01959,nan,oki 52117101 - 52117101 toner 33000 page-yield black,nan,nan,p-sdhc4g2-ef / purple,nan,0
9,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,nan,nan,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,nan,nan,p-sdhc4g2-ef / purple,nan,0
