,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,coss : the common object services specifications sigmod conference 1994,joseph fong,nan,1997.0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,nan,0
1,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",nan,1998.0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",international conference on management of data,nan,1
2,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",nan,nan,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,nan,0
3,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",nan,nan,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",the vldb journal -- the international journal on very large data bases,nan,0
4,coss : the common object services specifications sigmod conference 1994,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",vldb,2002.0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",international conference on management of data,nan,0
5,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",nan,nan,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2003.0,0
6,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",nan,2003.0,promises and realities of active database systems very large data bases 1995,"surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2003.0,0
7,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",nan,nan,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",very large data bases,nan,0
8,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",sigmod conference,2001.0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,nan,0
9,coss : the common object services specifications sigmod conference 1994,"jeffrey f. naughton , stratis viglas",vldb,nan,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",international conference on management of data,nan,0
