,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
4,fast time sequence indexing for arbitrary lp norms vldb 2000,"jeffrey f. naughton , stratis viglas",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title',)",['rate-based query optimization for streaming information sources sigmod conference 2002'],['fast time sequence indexing for arbitrary lp norms vldb 2000'],0.022398705,0.9776013,2
5,fast time sequence indexing for arbitrary lp norms vldb 2000,"christos faloutsos , byoung-kee yi",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_authors')","['rate-based query optimization for streaming information sources sigmod conference 2002', 'jeffrey f. naughton , stratis viglas']","['fast time sequence indexing for arbitrary lp norms vldb 2000', 'christos faloutsos , byoung-kee yi']",0.01923042,0.98076963,2
6,fast time sequence indexing for arbitrary lp norms vldb 2000,"jeffrey f. naughton , stratis viglas",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources sigmod conference 2002', nan]","['fast time sequence indexing for arbitrary lp norms vldb 2000', nan]",0.022398705,0.9776013,2
7,fast time sequence indexing for arbitrary lp norms vldb 2000,"jeffrey f. naughton , stratis viglas",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_year')","['rate-based query optimization for streaming information sources sigmod conference 2002', nan]","['fast time sequence indexing for arbitrary lp norms vldb 2000', nan]",0.022398705,0.9776013,2
12,chair 's message m. tamer özsu 2003,"jeffrey f. naughton , stratis viglas",sigmod record,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_venue')","['rate-based query optimization for streaming information sources sigmod conference 2002', nan]","[""chair 's message m. tamer özsu 2003"", 'sigmod record']",0.2285476,0.77145237,2
0,david dewitt speaks out marianne winslett 2002,,sigmod record,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources sigmod conference 2002', 'jeffrey f. naughton , stratis viglas', nan]","['david dewitt speaks out marianne winslett 2002', nan, 'sigmod record']",0.040275495,0.9597245,3
2,"processing set expressions over continuous update streams sumit ganguly , minos n. garofalakis , rajeev rastogi 2003",,sigmod conference,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources sigmod conference 2002', 'jeffrey f. naughton , stratis viglas', nan]","['processing set expressions over continuous update streams sumit ganguly , minos n. garofalakis , rajeev rastogi 2003', nan, 'sigmod conference']",0.44732687,0.55267316,3
8,fast time sequence indexing for arbitrary lp norms vldb 2000,"christos faloutsos , byoung-kee yi",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_authors', 'ltable_venue')","['rate-based query optimization for streaming information sources sigmod conference 2002', 'jeffrey f. naughton , stratis viglas', nan]","['fast time sequence indexing for arbitrary lp norms vldb 2000', 'christos faloutsos , byoung-kee yi', nan]",0.01923042,0.98076963,3
9,fast time sequence indexing for arbitrary lp norms vldb 2000,"christos faloutsos , byoung-kee yi",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_authors', 'ltable_year')","['rate-based query optimization for streaming information sources sigmod conference 2002', 'jeffrey f. naughton , stratis viglas', nan]","['fast time sequence indexing for arbitrary lp norms vldb 2000', 'christos faloutsos , byoung-kee yi', nan]",0.01923042,0.98076963,3
10,fast time sequence indexing for arbitrary lp norms vldb 2000,"jeffrey f. naughton , stratis viglas",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,"('ltable_title', 'ltable_venue', 'ltable_year')","['rate-based query optimization for streaming information sources sigmod conference 2002', nan, nan]","['fast time sequence indexing for arbitrary lp norms vldb 2000', nan, nan]",0.022398705,0.9776013,3
