,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",$ 0.99,nan,Whateva ( feat . Monty ),5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 1994 UMG Recordings , Inc.",Rap & Hip-Hop,$ 0.99,"September 25 , 2015",Outversion,3:28,1
1,Flight School,Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Here 's To The Good Times,4:03,1
2,Fetty Wap ( Deluxe ),Disclosure,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:09,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",For My Team ( feat . Monty ) [ Clean ],4:41,1
3,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",For My Team ( feat . Monty ) [ Clean ],4:03,1
4,Here 's to the Good Times,Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,45,5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Country,$ 1.29,"September 25 , 2015",Anything Goes,3:28,1
5,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Dance , Music , Rock , Electronic",Album Only,27-May-03,Cameras,5:11,Fetty Wap ( Deluxe ) [ Clean ],Naughty Boy,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Outversion,3:28,1
6,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Dance , Music , Rock , Electronic",Album Only,27-May-03,Cameras,5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Outversion,3:28,1
7,Flight School,Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",For My Team ( feat . Monty ) [ Clean ],4:03,1
8,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,nan,45,5:11,O.N.I.F.C. [ Explicit ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",For My Team ( feat . Monty ) [ Clean ],3:28,1
9,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",$ 0.99,nan,Whateva ( feat . Monty ),5:11,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 1994 UMG Recordings , Inc.",Rap & Hip-Hop,$ 0.99,"September 25 , 2015",Outversion,3:28,1
