,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,salamander pl100 m plano 100 medium wall mount for 23-42-inch tv silver pl100/m 49.99,coaxial speakers,salamander designs,,46.99,"('rtable_title', 'rtable_brand')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'pioneer']","['salamander pl100 m plano 100 medium wall mount for 23-42-inch tv silver pl100/m 49.99', 'salamander designs']",0.43510067,0.5648994,2
4,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,pioneer,,46.99,"('rtable_title',)",['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r'],['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16'],0.038623866,0.9613762,2
5,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,,pioneer,,46.99,"('rtable_title', 'rtable_category')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'coaxial speakers']","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan]",0.086511366,0.9134886,2
6,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,,,46.99,"('rtable_title', 'rtable_brand')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'pioneer']","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan]",0.02023209,0.97976786,2
7,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,pioneer,,46.99,"('rtable_title', 'rtable_modelno')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', nan]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan]",0.038623866,0.9613762,2
8,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,pioneer,,,"('rtable_title', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 46.99]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan]",0.03126213,0.96873784,2
14,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,pioneer,,,"('rtable_title', 'rtable_modelno', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', nan, 46.99]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan, nan]",0.03126213,0.96873784,3
13,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,,,,"('rtable_title', 'rtable_brand', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'pioneer', 46.99]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan, nan]",0.02324279,0.9767572,3
12,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,coaxial speakers,,,46.99,"('rtable_title', 'rtable_brand', 'rtable_modelno')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'pioneer', nan]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan, nan]",0.02023209,0.97976786,3
11,pioneer 6.5 3-way speakers 300w car stereos pioneer,,,ts-a1674r,90.88,ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16,,pioneer,,,"('rtable_title', 'rtable_category', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r', 'coaxial speakers', 46.99]","['ufc mixed martial arts frank mir mouse pad mouse pads wincraft 86112010 12.16', nan, nan]",0.071144946,0.92885506,3
