,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,hd527b3,94.49,"('rtable_modelno',)",['35106'],['hd527b3'],0.056071698665618896,0.9439283013343811,2
1,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652296543121338,0.9434770345687866,2
2,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652374029159546,0.9434762597084045,2
3,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652296543121338,0.9434770345687866,2
4,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652296543121338,0.9434770345687866,2
5,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,clickfree c2 500gb usb 3.0 portable external,computers accessories,iomega,35106,94.49,"('rtable_title',)",['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black'],['clickfree c2 500gb usb 3.0 portable external'],0.23315292596817017,0.7668470740318298,2
6,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,hd527b3,94.49,"('rtable_modelno',)",['35106'],['hd527b3'],0.056071698665618896,0.9439283013343811,2
7,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652296543121338,0.9434770345687866,2
8,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652296543121338,0.9434770345687866,2
9,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,35106,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,35106,94.49,"('ltable_modelno',)",['hd527b3'],['35106'],0.05652374029159546,0.9434762597084045,2
10,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,clickfree c2 500gb usb 3.0,computers accessories,iomega,35106,94.49,"('rtable_title',)",['iomega skin 500 gb usb 2.0 portable external hard drive 35106 black'],['clickfree c2 500gb usb 3.0'],0.47955167293548584,0.5204483270645142,2
11,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black,computers accessories,iomega,hd527b3,94.49,"('rtable_modelno',)",['35106'],['hd527b3'],0.056071698665618896,0.9439283013343811,2
