,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
171,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702-731-7110,` coffee shops/diners ',70,"('rtable_addr', 'rtable_res_type')","[""' 3570 las vegas blvd. s. '"", ""` french ( new ) '""]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '""]",1,0,0.34890643,0.6510935,2
170,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` french ( new ) ',70,"('rtable_addr', 'rtable_phone')","[""' 3570 las vegas blvd. s. '"", '702-731-7110']","[""' 3555 las vegas blvd. s '"", '702/733 -3111']",1,0,0.094412774,0.9055872,2
96,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702-731-7110,` coffee shops/diners ',70,"('rtable_addr', 'rtable_res_type')","[""' 3570 las vegas blvd. s. '"", ""` french ( new ) '""]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '""]",1,0,0.34890643,0.6510935,2
95,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` french ( new ) ',70,"('rtable_addr', 'rtable_phone')","[""' 3570 las vegas blvd. s. '"", '702-731-7110']","[""' 3555 las vegas blvd. s '"", '702/733 -3111']",1,0,0.094412774,0.9055872,2
94,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's,' 3570 las vegas blvd. s. ',` las vegas ',702/733 -3111,` french ( new ) ',70,"('rtable_name', 'rtable_phone')","[""` palace court '"", '702-731-7110']","[""` bugsy \\ 's"", '702/733 -3111']",1,0,0.36753088,0.63246906,2
38,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd.,` las vegas ',702/733 -3111,` french ( new ) ',70,"('rtable_addr', 'rtable_phone')","[""' 3570 las vegas blvd. s. '"", '702-731-7110']","[""' 3555 las vegas blvd."", '702/733 -3111']",1,0,0.20956323,0.79043674,2
133,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555,` las vegas ',702/733 -3111,` french ( new ) ',70,"('rtable_addr', 'rtable_phone')","[""' 3570 las vegas blvd. s. '"", '702-731-7110']","[""' 3555"", '702/733 -3111']",1,0,0.4722543,0.5277457,2
71,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702-731-7110,` coffee shops/diners ',70,"('rtable_addr', 'rtable_res_type')","[""' 3570 las vegas blvd. s. '"", ""` french ( new ) '""]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '""]",1,0,0.34890643,0.6510935,2
74,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',-3111,` french ( new ) ',70,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3570 las vegas blvd. s. '"", ""` las vegas '"", '702-731-7110']","[""' 3555 las vegas blvd. s '"", ""` las vegas '"", '-3111']",1,0,0.3306068,0.6693932,3
106,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/733 -3111,` french ( new ) ',431,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` las vegas '"", '702-731-7110', 70]","[""` las vegas '"", '702/733 -3111', 431]",1,0,0.36707386,0.6329261,3
105,,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` palace court ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` french ( new ) ',431,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3570 las vegas blvd. s. '"", '702-731-7110', 70]","[""' 3555 las vegas blvd. s '"", '702/733 -3111', 431]",1,0,0.008494913,0.9915051,3
