,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
51,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,asian,71,"('rtable_phone', 'rtable_res_type')","['702-385-6277', ""` pacific rim '""]","['702/385 -7111', 'asian']",1,0,0.39941674,0.6005833,2
49,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry,' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',71,"('rtable_name', 'rtable_phone')","[""` second street grill '"", '702-385-6277']","['` lillie langtry', '702/385 -7111']",1,0,0.23611157,0.7638884,2
50,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',71,"('rtable_addr', 'rtable_phone')","[""' 200 e. fremont st. '"", '702-385-6277']","[""' 129 e. fremont st. '"", '702/385 -7111']",1,0,0.42809495,0.571905,2
52,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_phone', 'rtable_class')","['702-385-6277', 71]","['702/385 -7111', 442]",1,0,0.06270146,0.93729854,2
107,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 129 e.,` las vegas ',702/385 -7111,` pacific rim ',71,"('rtable_addr', 'rtable_phone')","[""' 200 e. fremont st. '"", '702-385-6277']","[""' 129 e."", '702/385 -7111']",1,0,0.38759014,0.6124099,2
108,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,asian,71,"('rtable_phone', 'rtable_res_type')","['702-385-6277', ""` pacific rim '""]","['702/385 -7111', 'asian']",1,0,0.39941674,0.60058326,2
19,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_phone', 'rtable_class')","['702-385-6277', 71]","['702/385 -7111', 442]",1,0,0.06270146,0.93729854,2
109,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_phone', 'rtable_class')","['702-385-6277', 71]","['702/385 -7111', 442]",1,0,0.06270146,0.93729854,2
18,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,asian,71,"('rtable_phone', 'rtable_res_type')","['702-385-6277', ""` pacific rim '""]","['702/385 -7111', 'asian']",1,0,0.39941674,0.6005833,2
17,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry \ 's ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',71,"('rtable_name', 'rtable_phone')","[""` second street grill '"", '702-385-6277']","[""` lillie langtry \\ 's '"", '702/385 -7111']",1,0,0.042701997,0.957298,2
106,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry \ 's ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',71,"('rtable_name', 'rtable_phone')","[""` second street grill '"", '702-385-6277']","[""` lillie langtry \\ 's '"", '702/385 -7111']",1,0,0.042701997,0.957298,2
28,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` las vegas '"", '702-385-6277', 71]","[""` las vegas '"", '702/385 -7111', 442]",1,0,0.054253384,0.9457466,3
29,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-385-6277', ""` pacific rim '"", 71]","['702/385 -7111', 'asian', 442]",1,0,0.059615016,0.9403849,3
82,,` lillie langtry \ 's ',' 1570 rosecrans ave. s. ',` las vegas ',310-643-5229,asian,543,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_addr', 'ltable_phone', 'ltable_class')","[""' 129 e. fremont st. '"", '702/385 -7111', 442]","[""' 1570 rosecrans ave. s. '"", '310-643-5229', 543]",1,0,0.3367721,0.66322786,3
113,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry \ 's ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,asian,71,"('rtable_name', 'rtable_phone', 'rtable_res_type')","[""` second street grill '"", '702-385-6277', ""` pacific rim '""]","[""` lillie langtry \\ 's '"", '702/385 -7111', 'asian']",1,0,0.050385818,0.9496142,3
80,,market cafe ',' 1570 rosecrans ave. s. ',` las vegas ',310-643-5229,asian,442,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_addr', 'ltable_phone')","[""` lillie langtry \\ 's '"", ""' 129 e. fremont st. '"", '702/385 -7111']","[""market cafe '"", ""' 1570 rosecrans ave. s. '"", '310-643-5229']",1,0,0.25506395,0.744936,3
27,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` second street grill ',',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 200 e. fremont st. '"", '702-385-6277', 71]","[""'"", '702/385 -7111', 442]",1,0,0.05683518,0.9431648,3
114,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry \ 's ',' 200 e. fremont st. ',` las vegas ',702/385 -7111,` pacific rim ',442,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` second street grill '"", '702-385-6277', 71]","[""` lillie langtry \\ 's '"", '702/385 -7111', 442]",1,0,0.0055983467,0.99440163,3
115,,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillie langtry \ 's ',' 200 e. fremont st. ',` las vegas ',702-385-6277,asian,442,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` second street grill '"", ""` pacific rim '"", 71]","[""` lillie langtry \\ 's '"", 'asian', 442]",1,0,0.1536893,0.8463107,3
