,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,stationery & office machinery,nan,24.99,pendaflex 2 reinforced hanging file folder standard green 25 box,lacie,printers,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
1,samsung,stationery & office machinery,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box,pendaflex,printers,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
2,nan,stationery & office machinery,nan,24.94,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,pendaflex,memory,nan,nan,evga geforce 8400 gs passive 512mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 512-p3-1301-kr,1
3,samsung,digital cameras,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box,pendaflex,printers,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
4,nan,stationery & office machinery,nan,24.94,accell ultraav displayport multi-monitor adapter,pendaflex,printers,nan,24.09,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
5,nan,stationery & office machinery,nan,24.94,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,pendaflex,printers,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
6,nan,stationery & office machinery,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box,pendaflex,printers,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
7,nan,hard drives,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box,pendaflex,printers,nan,nan,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,1
8,nan,stationery & office machinery,nan,24.94,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,pendaflex,memory,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,1
9,atrend,stationery & office machinery,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box,action,printers,nan,11.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
