,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Elkhead Extra,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Elkhead Extra'],0.46076667308807373,0.5392333269119263,2
163,May-Bee,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['May-Bee', '4.80 %']",0.43937891721725464,0.5606210827827454,2
394,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Sarungano Gudo,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Sarungano Gudo'],0.4207298755645752,0.5792701244354248,2
171,Rediculous,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Rediculous', '6.70 %']",0.39359086751937866,0.6064091324806213,2
175,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Viola Rossa,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Viola Rossa'],0.4477749466896057,0.5522250533103943,2
177,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Viola Rossa,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Viola Rossa', 'Amber Ale']",0.36623477935791016,0.6337652206420898,2
178,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Viola Rossa,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,6.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Viola Rossa', '6.60 %']",0.43756353855133057,0.5624364614486694,2
390,Razorback,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Razorback', '4.80 %']",0.45235466957092285,0.5476453304290771,2
186,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Roulier Lamarieuse,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Roulier Lamarieuse'],0.48767346143722534,0.5123265385627747,2
187,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Roulier Lamarieuse,Brasserie de Roulier,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Roulier Lamarieuse', 'Brasserie de Roulier']",0.4570459723472595,0.5429540276527405,2
395,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Sarungano Gudo,Sarungano Brewing,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Sarungano Gudo', 'Sarungano Brewing']",0.3949221968650818,0.6050778031349182,2
188,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Roulier Lamarieuse,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Roulier Lamarieuse', 'Amber Ale']",0.40449774265289307,0.5955022573471069,2
386,Auburn,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Auburn', '4.50 %']",0.46493035554885864,0.5350696444511414,2
199,Panama,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Panama', '5.60 %']",0.46316152811050415,0.5368384718894958,2
205,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Keystone V9,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Keystone V9'],0.29758232831954956,0.7024176716804504,2
206,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Keystone V9,Coors Brewing Company &#40; MillerCoors &#41;,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Keystone V9', 'Coors Brewing Company &#40; MillerCoors &#41;']",0.3370322585105896,0.6629677414894104,2
207,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Keystone V9,Good People Brewing Company,Golden Ale/Blond Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Keystone V9', 'Golden Ale/Blond Ale']",0.2359246015548706,0.7640753984451294,2
208,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Keystone V9,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.90 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Keystone V9', '5.90 %']",0.2717137932777405,0.7282862067222595,2
213,Slobberknocker,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,8.00 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Slobberknocker', '8.00 %']",0.49722570180892944,0.5027742981910706,2
217,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Cismontane Deciduous IPA,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Cismontane Deciduous IPA', '4.50 %']",0.2617802619934082,0.7382197380065918,2
381,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Twents Amber,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Twents Amber', '5.50 %']",0.3571149706840515,0.6428850293159485,2
189,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Roulier Lamarieuse,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Roulier Lamarieuse', '5.40 %']",0.4172716736793518,0.5827283263206482,2
225,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,WeldWerks Red,Good People Brewing Company,Irish Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['WeldWerks Red', 'Irish Ale']",0.4161064624786377,0.5838935375213623,2
396,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Sarungano Gudo,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Sarungano Gudo', 'Amber Ale']",0.3410627841949463,0.6589372158050537,2
397,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Sarungano Gudo,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Sarungano Gudo', '5.50 %']",0.2087753415107727,0.7912246584892273,2
409,Brekkefossenvann,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Brekkefossenvann', '6.50 %']",0.4886908531188965,0.5113091468811035,2
103,Pikkupomo,Ruosniemen Panimo,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","['Pikkupomo', 'Ruosniemen Panimo']",0.4584113359451294,0.5415886640548706,2
104,Pikkupomo,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.00 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Pikkupomo', '6.00 %']",0.4764562249183655,0.5235437750816345,2
408,Brekkefossenvann,HammerHeart Brewing Company,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","['Brekkefossenvann', 'HammerHeart Brewing Company']",0.4678758978843689,0.5321241021156311,2
111,Megalodon,The Bier Brewery,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","['Megalodon', 'The Bier Brewery']",0.49386066198349,0.50613933801651,2
112,Megalodon,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,-,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Megalodon', '-']",0.45271414518356323,0.5472858548164368,2
117,Believer,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Believer', '6.90 %']",0.4831514358520508,0.5168485641479492,2
403,RInkusteinur,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['RInkusteinur', '5.80 %']",0.2968152165412903,0.7031847834587097,2
