,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,kodak,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,bags cases,nan,904.95,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
1,kodak,stationery & office machinery,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,batteries chargers accessories,nan,104.95,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,1
2,kodak,usb drives,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,digital cameras,nan,104.95,accell ultraav b101b-003b display port with vga active adapter,1
3,atrend,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,digital cameras,nan,104.95,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
4,netgear,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,bags cases,nan,904.95,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
5,atrend,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,digital cameras,nan,11.19,epson t048220 cyan ink cartridge,1
6,kodak,digital cameras,nan,94.54,srs labs analog rca volume leveler,kodak,digital cameras,nan,104.95,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
7,kodak,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,bags cases,nan,104.95,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
8,kodak,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,kodak,digital cameras,nan,64.24,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple,1
9,kodak,digital cameras,nan,94.54,srs labs analog rca volume leveler,kodak,digital cameras,nan,88.85,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,1
