,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,panasonic integrated white telephone system with all-digital answering system kxts620w,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,69.0,panasonic kx-tsc14w 2-line telephone,system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","['2 x phone line ( s ) headset white', nan]","[""system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.43790683,0.56209314,2
22,,linksys etherfast ezxs88w ethernet,linksys etherfast 8-port 10/100 switch ( new/workgroup ),69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name', 'ltable_description')","['panasonic integrated white telephone system with all-digital answering system kxts620w', 'panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish']","['linksys etherfast ezxs88w ethernet', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",1,0,0.08224063,0.91775936,2
21,,panasonic integrated white telephone system with all-digital answering system kxts620w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_description',)",['panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish'],['linksys etherfast 8-port 10/100 switch ( new/workgroup )'],1,0,0.41286728,0.5871328,2
20,,linksys etherfast ezxs88w ethernet,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name',)",['panasonic integrated white telephone system with all-digital answering system kxts620w'],['linksys etherfast ezxs88w ethernet'],1,0,0.021580936,0.97841907,2
19,,linksys etherfast,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name', 'ltable_price')","['panasonic integrated white telephone system with all-digital answering system kxts620w', 69.0]","['linksys etherfast', nan]",1,0,0.1828602,0.8171398,2
18,,panasonic integrated white telephone system with all-digital answering system kxts620w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_description',)",['panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish'],['linksys etherfast 8-port 10/100 switch ( new/workgroup )'],1,0,0.41286728,0.5871328,2
17,,linksys etherfast,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name',)",['panasonic integrated white telephone system with all-digital answering system kxts620w'],['linksys etherfast'],1,0,0.08315026,0.9168498,2
15,,panasonic kx-tsc14w 2-line telephone,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name', 'ltable_price')","['panasonic integrated white telephone system with all-digital answering system kxts620w', 69.0]","['panasonic kx-tsc14w 2-line telephone', nan]",1,0,0.05113838,0.94886166,2
14,,panasonic kx-tsc14w 2-line telephone,line ( s ) headset white,69.0,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name', 'ltable_description')","['panasonic integrated white telephone system with all-digital answering system kxts620w', 'panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish']","['panasonic kx-tsc14w 2-line telephone', 'line ( s ) headset white']",1,0,0.27963746,0.7203626,2
13,,panasonic kx-tsc14w 2-line telephone,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,,panasonic kx-tsc14w 2-line telephone,2 x phone line ( s ) headset white,,"('ltable_name', 'ltable_price')","['panasonic integrated white telephone system with all-digital answering system kxts620w', 69.0]","['panasonic kx-tsc14w 2-line telephone', nan]",1,0,0.05113838,0.94886166,2
