,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Sherry Barrel Aged G'Knight,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],"[""Sherry Barrel Aged G'Knight""]",0.40186888,0.5981311,2
1,Sherry Barrel Aged G'Knight,Ballast Point Brewing Company,American Barleywine,-,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","[""Sherry Barrel Aged G'Knight"", '-']",0.33707756,0.66292244,2
2,Barrel Aged Melisandre,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Barrel Aged Melisandre'],0.12756205,0.87243795,2
3,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Barrel Aged Melisandre', 'Rock Bottom Restaurant & Brewery']",0.07471865,0.92528135,2
4,Barrel Aged Melisandre,Ballast Point Brewing Company,American Barleywine,9.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Barrel Aged Melisandre', '9.10 %']",0.06419324,0.93580675,2
9,Winter Soulstiz Robust Red Ale,Ballast Point Brewing Company,American Barleywine,-,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Winter Soulstiz Robust Red Ale', '-']",0.49943933,0.50056076,2
5,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', 'American Barleywine']","['Barrel Aged Melisandre', 'Rock Bottom Restaurant & Brewery', 'American Amber / Red Ale']",0.19120614,0.8087938,3
6,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Barleywine,9.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Barrel Aged Melisandre', 'Rock Bottom Restaurant & Brewery', '9.10 %']",0.08745718,0.91254276,3
7,Barrel Aged Melisandre,Ballast Point Brewing Company,American Amber / Red Ale,9.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine', '9.00 %']","['Barrel Aged Melisandre', 'American Amber / Red Ale', '9.10 %']",0.25770018,0.74229985,3
8,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,9.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', 'American Barleywine', '9.00 %']","['Barrel Aged Melisandre', 'Rock Bottom Restaurant & Brewery', 'American Amber / Red Ale', '9.10 %']",0.14874563,0.8512544,4
