,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Red Hopper ( Imperial Red Ale ),New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",['Black Acre Brewing Co. .'],['New Albanian Brewing Company - Pizzeria and Public House'],0.99978465,0.00021535723,2
97,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,5.50 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '6.20 %']","['American Amber / Red Ale', '5.50 %']",0.99896836,0.001031647,2
96,Red Hopper ( Imperial Red Ale ),Sweet Mullets Brewing Co. .,American Amber / Red Ale,5.50 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Black Acre Brewing Co. .', '6.20 %']","['Sweet Mullets Brewing Co. .', '5.50 %']",0.997465,0.002535039,2
95,Red Hopper ( Imperial Red Ale ),Sweet Mullets Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Black Acre Brewing Co. .', 'American Amber / Red Ale']","['Sweet Mullets Brewing Co. .', 'American Amber / Red Ale']",0.9920397,0.007960376,2
94,501 Red Ale,Black Acre Brewing Co. .,American Amber / Red Ale,5.50 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Hopper ( Imperial Red Ale )', '6.20 %']","['501 Red Ale', '5.50 %']",0.97833854,0.021661518,2
93,501 Red Ale,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Hopper ( Imperial Red Ale )', 'American Amber / Red Ale']","['501 Red Ale', 'American Amber / Red Ale']",0.93508506,0.06491492,2
92,501 Red Ale,Sweet Mullets Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Hopper ( Imperial Red Ale )', 'Black Acre Brewing Co. .']","['501 Red Ale', 'Sweet Mullets Brewing Co. .']",0.94334334,0.05665671,2
91,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,5.50 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_ABV',)",['6.20 %'],['5.50 %'],0.99896836,0.001031647,2
90,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.99491173,0.0050882786,2
89,Red Hopper ( Imperial Red Ale ),Sweet Mullets Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",['Black Acre Brewing Co. .'],['Sweet Mullets Brewing Co. .'],0.9920397,0.007960376,2
88,501 Red Ale,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name',)",['Red Hopper ( Imperial Red Ale )'],['501 Red Ale'],0.9350852,0.06491483,2
82,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.40 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '6.20 %']","['American Amber / Red Ale', '6.40 %']",0.9926475,0.007352478,2
81,Red Hopper ( Imperial Red Ale ),Freetail Brewing Company,American Amber / Red Ale,6.40 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Black Acre Brewing Co. .', '6.20 %']","['Freetail Brewing Company', '6.40 %']",0.99146724,0.008532728,2
103,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Barley Johns Grandpa_s Amber Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('rtable_Beer_Name',)",['Brannon_s Deputation Imperial Red Ale'],['Barley Johns Grandpa_s Amber Ale'],0.9998035,0.0001965054,2
80,Red Hopper ( Imperial Red Ale ),Freetail Brewing Company,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Black Acre Brewing Co. .', 'American Amber / Red Ale']","['Freetail Brewing Company', 'American Amber / Red Ale']",0.9929056,0.0070943385,2
78,Fluck 's Incapacitor,Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Hopper ( Imperial Red Ale )', 'American Amber / Red Ale']","[""Fluck 's Incapacitor"", 'American Amber / Red Ale']",0.9145633,0.08543671,2
77,Fluck 's Incapacitor,Freetail Brewing Company,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Hopper ( Imperial Red Ale )', 'Black Acre Brewing Co. .']","[""Fluck 's Incapacitor"", 'Freetail Brewing Company']",0.7277784,0.27222162,2
76,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.40 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_ABV',)",['6.20 %'],['6.40 %'],0.9926475,0.007352478,2
75,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.99491173,0.0050882786,2
74,Red Hopper ( Imperial Red Ale ),Freetail Brewing Company,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name',)",['Black Acre Brewing Co. .'],['Freetail Brewing Company'],0.9929056,0.0070943385,2
67,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,-,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '6.20 %']","['American Amber / Red Ale', '-']",0.9999126,8.732794e-05,2
66,Red Hopper ( Imperial Red Ale ),ShuBrew,American Amber / Red Ale,-,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Black Acre Brewing Co. .', '6.20 %']","['ShuBrew', '-']",0.99995005,4.9920814e-05,2
65,Red Hopper ( Imperial Red Ale ),ShuBrew,American Amber / Red Ale,6.20 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Black Acre Brewing Co. .', 'American Amber / Red Ale']","['ShuBrew', 'American Amber / Red Ale']",0.9770272,0.02297281,2
