,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,belkin neoprene sleeve for macbook air f8n065blk,nan,nan,canon powershot sd790 is digital camera 2554b001,nan,0
1,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,nan,nan,belkin neoprene sleeve for macbook air neoprene black,nan,0
2,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b,nan,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,belkin neoprene sleeve for macbook air neoprene black,nan,0
3,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,nan,"cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )",sony bravia dav-is50 / b home theater system,nan,0
4,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,39.0,nan,samsung 6 series hl56a650 56 ' projection tv,nan,0
5,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,samsung 22 ' black flat panel series 6 lcd hdtv ln22a650,nan,nan,belkin neoprene sleeve for macbook air neoprene black,nan,0
6,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,39.95,nan,"samsung pn50a650 50 ' 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio anti burn-in technology",nan,0
7,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,nan,nan,panasonic kx-tsc14w 2-line telephone,nan,0
8,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,35.0,nan,samsung pn58a550 58 ' plasma tv,nan,0
9,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,belkin neoprene sleeve for macbook air f8n065blk,nan,nan,canon dc310 digital camcorder 2694b001,nan,0
