,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,outcome
0,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France 26-Aug-11",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,nan,Soundtracks,nan,nan,3:25,nan,0
1,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,Here Comes The Fuzz [ Explicit ],nan,nan,nan,3:25,nan,0
2,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,nan,nan,nan,nan,3:25,"April 21 , 2015",0
3,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",Ryan Adams,nan,nan,nan,nan,3:25,nan,0
4,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,nan,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,nan,nan,nan,nan,3:25,nan,1
5,"Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] Skrillex & Kill the Noise Recess Remixes - EP Dance , Music 7-Jul-14",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,nan,nan,nan,nan,3:25,nan,0
6,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",nan,nan,nan,nan,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,Listen ( feat . John Legend ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine 3:46,David Guetta,nan,nan,nan,nan,3:25,nan,0
7,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,4:32,nan,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,David Guetta,nan,nan,nan,nan,3:25,nan,0
8,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,David Guetta,nan,nan,nan,nan,3:25,nan,0
9,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States 3:59",nan,nan,nan,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,nan,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,nan,nan,nan,nan,4:02,nan,0
