,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
22,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-237-2700,vegetarian,682,"('rtable_name', 'rtable_phone')","[""` brookhaven cafe '"", '404-231-5907']","[""` ritz-carlton dining room ( buckhead ) '"", '404-237-2700']",1,0,0.34127414,0.65872586,2
0,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton buckhead ',' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","[""` dining room ritz-carlton buckhead '"", '404/237 -2700', 90]",1,0,0.4952944,0.50470567,3
39,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton,' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","['` dining room ritz-carlton', '404/237 -2700', 90]",1,0,0.06774624,0.9322538,3
38,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton,' 3434 peachtree rd. ',atlanta,404/237 -2700,vegetarian,682,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` brookhaven cafe '"", ""' 4274 peachtree rd. '"", '404-231-5907']","['` dining room ritz-carlton', ""' 3434 peachtree rd. '"", '404/237 -2700']",1,0,0.29307032,0.7069296,3
25,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-237-2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","[""` ritz-carlton dining room ( buckhead ) '"", '404-237-2700', 90]",1,0,0.4303833,0.5696167,3
24,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-237-2700,vegetarian,682,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` brookhaven cafe '"", 'atlanta', '404-231-5907']","[""` ritz-carlton dining room ( buckhead ) '"", 'atlanta', '404-237-2700']",1,0,0.24473836,0.75526166,3
49,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton buckhead ',' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","[""` dining room ritz-carlton buckhead '"", '404/237 -2700', 90]",1,0,0.49529445,0.5047056,3
59,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room,' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,682,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` brookhaven cafe '"", 'atlanta', '404-231-5907']","['` dining room', 'atlanta', '404/237 -2700']",1,0,0.47834185,0.5216581,3
60,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room,' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","['` dining room', '404/237 -2700', 90]",1,0,0.41133577,0.58866423,3
11,,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton buckhead ',' 4274 peachtree rd. ',atlanta,404/237 -2700,vegetarian,90,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brookhaven cafe '"", '404-231-5907', 682]","[""` dining room ritz-carlton buckhead '"", '404/237 -2700', 90]",1,0,0.4952944,0.50470567,3
