,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,srs labs,tv accessories,35199,59.99,srs labs analog rca volume leveler,srs,accessories,ktd-ws667 / 8g,65.0,new-analog rca volume leveler - dct6s,1
1,srs labs,tv accessories,gbu421w6,59.99,srs labs analog rca volume leveler,srs,accessories,23056,65.0,new-analog rca volume leveler - dct6s,1
2,srs labs,tv accessories,nan,59.99,srs labs analog rca volume leveler,srs,accessories,nan,2608.99,new-analog rca volume leveler - dct6s,1
3,srs labs,networking,dct6s,29.99,srs labs analog rca volume leveler,srs,accessories,nan,65.0,new-analog rca volume leveler - dct6s,0
4,srs labs,tv accessories,dct6s,11.58,srs labs analog rca volume leveler,srs,accessories,nan,16.87,new-analog rca volume leveler - dct6s,1
5,srs labs,tv accessories,33250,59.99,srs labs analog rca volume leveler,srs,accessories,2455b002,65.0,new-analog rca volume leveler - dct6s,1
6,srs labs,digital cameras,d1680,59.99,srs labs analog rca volume leveler,srs,accessories,nan,65.0,new-analog rca volume leveler - dct6s,1
7,srs labs,tv accessories,dct6s,59.99,srs labs analog rca volume leveler,srs,accessories,q3675a,29.99,new-analog rca volume leveler - dct6s,1
8,srs labs,tv accessories,dct6s,59.99,srs labs analog rca volume leveler,srs,accessories,2455b002,65.0,new-analog rca volume leveler - dct6s,1
9,srs labs,tv accessories,nan,59.99,srs labs analog rca volume leveler,srs,accessories,nan,34.99,new-analog rca volume leveler - dct6s,1
