,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,879.0,"('rtable_title',)",['cinegray ezframe series fixed frame screen - 150 diagonal'],['elite screens cinegray prime vision series fixed frame screen - 135 diagonal'],0.44797248,0.5520275,2
121,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,- general,elite screens,,879.0,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","['- general', 'elite screens']",0.18330182,0.81669813,2
120,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,1069.0,"('rtable_title', 'rtable_price')","['cinegray ezframe series fixed frame screen - 150 diagonal', 879.0]","['elite screens cinegray prime vision series fixed frame screen - 135 diagonal', 1069.0]",0.44797248,0.5520275,2
83,fixed frame screen - 150 diagonal,projection screens,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,projection screens,elite,,879.0,"('ltable_title', 'ltable_category')","['elite screens cinegray prime vision series fixed frame screen - 135 diagonal', 'electronics - general']","['fixed frame screen - 150 diagonal', 'projection screens']",0.0675378,0.9324622,2
40,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,electronics - general,elite,,879.0,"('rtable_category',)",['projection screens'],['electronics - general'],0.36499402,0.63500595,2
41,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,elite screens cinegray prime vision series fixed frame screen,electronics - general,elite,,879.0,"('rtable_title', 'rtable_category')","['cinegray ezframe series fixed frame screen - 150 diagonal', 'projection screens']","['elite screens cinegray prime vision series fixed frame screen', 'electronics - general']",0.039593395,0.9604066,2
42,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,electronics - general,elite screens,,879.0,"('rtable_category', 'rtable_brand')","['projection screens', 'elite']","['electronics - general', 'elite screens']",0.23815776,0.7618422,2
43,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,electronics - general,elite,,1069.0,"('rtable_category', 'rtable_price')","['projection screens', 879.0]","['electronics - general', 1069.0]",0.36499402,0.63500595,2
118,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,- general,elite,,879.0,"('rtable_title', 'rtable_category')","['cinegray ezframe series fixed frame screen - 150 diagonal', 'projection screens']","['elite screens cinegray prime vision series fixed frame screen - 135 diagonal', '- general']",0.014757233,0.9852427,2
117,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,cinegray ezframe series fixed frame screen - 150 diagonal,- general,elite,,879.0,"('rtable_category',)",['projection screens'],['- general'],0.17870317,0.8212968,2
