,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,da-glas base rear projection screen - 70 x 70 av format,projection screens,elite,nan,879.0,0
1,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,digital cameras,elite screens,pvr135h1,1069.0,da-glas base rear projection screen - 70 x 70 av format,projection screens,elite,nan,879.0,0
2,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,mp3 accessories,elite screens,pvr135h1,1069.0,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,projection screens,elite,nan,879.0,0
3,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,bh-skthfs/2g,1069.0,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,projection screens,elite,nan,879.0,0
4,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,q3675a,1069.0,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,projection screens,elite,nan,879.0,1
5,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,projection screens,elite,nan,15.17,0
6,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,projection screens,elite,nan,879.0,0
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,pny 4gb class 4 navy sd card,cases,elite,nan,879.0,0
8,srs labs analog rca volume leveler,electronics - general,elite screens,pvr135h1,1069.0,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,elite,nan,879.0,0
9,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,238.0,da-glas base rear projection screen - 70 x 70 av format,projection screens,elite,nan,879.0,0
