,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,nan,11.98,antec tricool case fan tricool 120mm 11.19,nan,canon,97556,nan,1
1,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,nan,11.98,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,nan,verbatim,q3675a,nan,1
2,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,35199,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,verbatim,97556,nan,1
3,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,nan,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,accessories,verbatim,97556,nan,1
4,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,f8n132-blk,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,verbatim,97556,nan,1
5,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,nan,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,pioneer,97556,nan,1
6,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,paper mate,nan,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,uniden,97556,nan,1
7,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,nan,nan,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,verbatim,it4ll-gmt,55.99,1
8,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,nan,tribeca,gb01959,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,verbatim,97556,nan,1
9,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,memory,paper mate,nan,11.98,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,verbatim,97556,nan,1
