,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories,,verbatim,97556,,"('rtable_title',)",['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98'],['pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories'],0.4143647,0.58563524,2
1,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories,,verbatim,97556,,"('rtable_title', 'rtable_category')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', nan]","['pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories', nan]",0.4143647,0.58563524,2
2,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories,,pny,97556,,"('rtable_title', 'rtable_brand')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', 'verbatim']","['pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories', 'pny']",0.3076488,0.69235116,2
3,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories,,verbatim,vcnvs300x16-pb,,"('rtable_title', 'rtable_modelno')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', '97556']","['pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories', 'vcnvs300x16-pb']",0.4143647,0.58563524,2
4,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories,,verbatim,97556,112.99,"('rtable_title', 'rtable_price')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', nan]","['pny quadro nvs 300 512mb ddr3 dms-59 pci-express x16 low profile video card vcnvs300x16-pb computers accessories', 112.99]",0.4594022,0.5405978,2
20,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0,,verbatim,97556,,"('rtable_title', 'rtable_price')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', nan]","['new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0', nan]",0.31097946,0.6890205,2
19,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0,,verbatim,,,"('rtable_title', 'rtable_modelno')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', '97556']","['new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0', nan]",0.3154312,0.68456876,2
18,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0,,,97556,,"('rtable_title', 'rtable_brand')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', 'verbatim']","['new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0', nan]",0.25044742,0.7495526,2
17,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0,,verbatim,97556,,"('rtable_title', 'rtable_category')","['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98', nan]","['new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0', nan]",0.31097946,0.6890205,2
16,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,,,,11.98,new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0,,verbatim,97556,,"('rtable_title',)",['verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98'],['new-compact desk stapler 20 sheet capacity black case pack 3 - 509764 computer accessories swingline 33.0'],0.31097943,0.6890205,2
