,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Birrificio Rurale Reset,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('rtable_Beer_Name',)",['Jazz Beer Tarraco Amber'],['Birrificio Rurale Reset'],1,0,0.18158981,0.8184102,2
254,,Jazz Beer Tarraco Amber,Brauerei Stadtguet,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Brew_Factory_Name',)",['Tarraco Beer'],['Brauerei Stadtguet'],1,0,0.16472025,0.83527976,2
250,,Jazz Beer Tarraco Amber,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,6.50 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Tarraco Beer', '6.90 %']","['Letra - Cerveja Artesanal Minhota', '6.50 %']",1,0,0.12548658,0.8745134,2
249,,D,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Jazz Beer Tarraco Amber', 'Tarraco Beer']","['D', 'Letra - Cerveja Artesanal Minhota']",1,0,0.099676214,0.90032375,2
248,,Jazz Beer Tarraco Amber,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Brew_Factory_Name',)",['Tarraco Beer'],['Letra - Cerveja Artesanal Minhota'],1,0,0.14569414,0.85430586,2
244,,Jazz Beer Tarraco Amber,Cerveza Caleya,American Amber / Red Ale,5.70 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Tarraco Beer', '6.90 %']","['Cerveza Caleya', '5.70 %']",1,0,0.15192407,0.8480759,2
243,,Caleya Mayuca Amber,Tarraco Beer,American Amber / Red Ale,5.70 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Beer_Name', 'ltable_ABV')","['Jazz Beer Tarraco Amber', '6.90 %']","['Caleya Mayuca Amber', '5.70 %']",1,0,0.20566967,0.7943303,2
242,,Caleya Mayuca Amber,Cerveza Caleya,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Jazz Beer Tarraco Amber', 'Tarraco Beer']","['Caleya Mayuca Amber', 'Cerveza Caleya']",1,0,0.07554478,0.92445517,2
255,,Stadtguet Amber,Brauerei Stadtguet,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Jazz Beer Tarraco Amber', 'Tarraco Beer']","['Stadtguet Amber', 'Brauerei Stadtguet']",1,0,0.074550055,0.92544997,2
241,,Jazz Beer Tarraco Amber,Cerveza Caleya,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_Brew_Factory_Name',)",['Tarraco Beer'],['Cerveza Caleya'],1,0,0.23131694,0.768683,2
