,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name',)","[""` mambo restaurante cubano '""]","[""` uncle bill \\ 's pancake house '""]",0.014044301,0.9859557,2
37,uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,599,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_class')","[""` mambo restaurante cubano '"", 406]","[""uncle bill \\ 's pancake house '"", 599]",0.024345556,0.9756545,2
218,` nickiemoto \ 's : a sushi bar ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name',)","[""` mambo restaurante cubano '""]","[""` nickiemoto \\ 's : a sushi bar '""]",0.06841352,0.93158644,2
191,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,599,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_class')","[""` mambo restaurante cubano '"", 406]","[""` uncle bill \\ 's pancake house '"", 599]",0.009747173,0.99025285,2
189,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,310-545-5177,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_phone')","[""` mambo restaurante cubano '"", '404/874 -2626']","[""` uncle bill \\ 's pancake house '"", '310-545-5177']",0.014044301,0.9859557,2
188,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_city')","[""` mambo restaurante cubano '"", 'atlanta']","[""` uncle bill \\ 's pancake house '"", ""` manhattan beach '""]",0.012738663,0.9872614,2
187,` uncle bill \ 's pancake house ',1305 highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_addr')","[""` mambo restaurante cubano '"", ""' 1402 n. highland ave. '""]","[""` uncle bill \\ 's pancake house '"", ""1305 highland ave. '""]",0.031488854,0.9685111,2
186,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name',)","[""` mambo restaurante cubano '""]","[""` uncle bill \\ 's pancake house '""]",0.014044301,0.9859557,2
159,bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,599,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_class')","[""` mambo restaurante cubano '"", 406]","[""bill \\ 's pancake house '"", 599]",0.024988318,0.9750117,2
66,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name',)","[""` mambo restaurante cubano '""]","[""` roscoe \\ 's house of chicken \\ ` n \\ ' waffles '""]",0.13017629,0.86982375,2
67,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1514 n. gower st. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_addr')","[""` mambo restaurante cubano '"", ""' 1402 n. highland ave. '""]","[""` roscoe \\ 's house of chicken \\ ` n \\ ' waffles '"", ""' 1514 n. gower st. '""]",0.33546507,0.6645349,2
68,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1402 n. highland ave. ',` los angeles ',404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_city')","[""` mambo restaurante cubano '"", 'atlanta']","[""` roscoe \\ 's house of chicken \\ ` n \\ ' waffles '"", ""` los angeles '""]",0.14970562,0.85029435,2
69,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1402 n. highland ave. ',atlanta,213/466 -9329,caribbean,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_phone')","[""` mambo restaurante cubano '"", '404/874 -2626']","[""` roscoe \\ 's house of chicken \\ ` n \\ ' waffles '"", '213/466 -9329']",0.13017629,0.86982375,2
70,` roscoe \ 's house of chicken \ ` n \ ' waffles ',' 1402 n. highland ave. ',atlanta,404/874 -2626,american,406,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599,"('ltable_name', 'ltable_res_type')","[""` mambo restaurante cubano '"", 'caribbean']","[""` roscoe \\ 's house of chicken \\ ` n \\ ' waffles '"", 'american']",0.19278994,0.8072101,2
