,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",acm sigmod record,1994,"('rtable_venue',)",['international conference on management of data'],['acm sigmod record'],0.3259498,0.6740502,2
1,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",acm sigmod record,2003,"('rtable_venue', 'rtable_year')","['international conference on management of data', 1994]","['acm sigmod record', 2003]",0.29862043,0.7013796,2
2,the future of web services - ii,felipe cabrera,sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_title', 'ltable_authors')","['partitioned garbage collection of large object store', 'barbara liskov , umesh maheshwari']","['the future of web services - ii', 'felipe cabrera']",0.10805607,0.89194393,2
6,partitioned garbage collection of large object store,"mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers",vldb,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_authors', 'ltable_venue')","['barbara liskov , umesh maheshwari', 'sigmod conference']","['mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers', 'vldb']",0.46322095,0.536779,2
8,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",acm sigmod record,1994,"('rtable_venue',)",['international conference on management of data'],['acm sigmod record'],0.3259498,0.6740502,2
9,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",acm sigmod record,1995,"('rtable_venue', 'rtable_year')","['international conference on management of data', 1994]","['acm sigmod record', 1995]",0.31010902,0.689891,2
10,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk",international conference on management of data,1994,"('rtable_authors',)","['jonathan e. cook , alexander l. wolf , benjamin g. zorn']","['jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk']",0.4714222,0.52857774,2
11,partitioned garbage collection of large object store,"barbara liskov , umesh maheshwari",sigmod conference,1997,partition selection policies in object database garbage collection,"jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk",international conference on management of data,2001,"('rtable_authors', 'rtable_year')","['jonathan e. cook , alexander l. wolf , benjamin g. zorn', 1994]","['jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk', 2001]",0.48246062,0.5175393,2
3,the future of web services - ii,felipe cabrera,sigmod conference,1997,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_title', 'ltable_authors', 'ltable_venue')","['partitioned garbage collection of large object store', 'barbara liskov , umesh maheshwari', 'sigmod conference']","['the future of web services - ii', 'felipe cabrera', 'sigmod conference']",0.10805607,0.89194393,3
4,the future of web services - ii,felipe cabrera,sigmod conference,2003,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_title', 'ltable_authors', 'ltable_year')","['partitioned garbage collection of large object store', 'barbara liskov , umesh maheshwari', 1997]","['the future of web services - ii', 'felipe cabrera', 2003]",0.114351384,0.88564867,3
7,partitioned garbage collection of large object store,"mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers",vldb,1999,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_authors', 'ltable_venue', 'ltable_year')","['barbara liskov , umesh maheshwari', 'sigmod conference', 1997]","['mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers', 'vldb', 1999]",0.44900927,0.55099076,3
5,the future of web services - ii,felipe cabrera,sigmod conference,2003,partition selection policies in object database garbage collection,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",international conference on management of data,1994,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['partitioned garbage collection of large object store', 'barbara liskov , umesh maheshwari', 'sigmod conference', 1997]","['the future of web services - ii', 'felipe cabrera', 'sigmod conference', 2003]",0.114351384,0.88564867,4
