,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,bristol farms market cafe ',' 8720 sunset blvd. ',` los angeles ',310-643-5229,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_phone')","[""` le dome '"", '310/659 -6919']","[""bristol farms market cafe '"", '310-643-5229']",1,0,0.034044445,0.96595556,2
65,,` le dome ',' 9600 brighton way ',` los angeles ',310-276-7732,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_addr', 'ltable_phone')","[""' 8720 sunset blvd. '"", '310/659 -6919']","[""' 9600 brighton way '"", '310-276-7732']",1,0,0.17516491,0.8248351,2
66,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310-276-7732,` coffee shops ',145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_phone', 'ltable_res_type')","['310/659 -6919', 'french']","['310-276-7732', ""` coffee shops '""]",1,0,0.03200778,0.96799225,2
99,,` brighton coffee shop ',' 8720 sunset blvd. ',` los angeles ',310-276-7732,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_phone')","[""` le dome '"", '310/659 -6919']","[""` brighton coffee shop '"", '310-276-7732']",1,0,0.19468376,0.8053162,2
100,,` brighton coffee shop ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,542,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_class')","[""` le dome '"", 145]","[""` brighton coffee shop '"", 542]",1,0,0.43651474,0.56348526,2
101,,` le dome ',' 9600 brighton way ',` los angeles ',310-276-7732,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_addr', 'ltable_phone')","[""' 8720 sunset blvd. '"", '310/659 -6919']","[""' 9600 brighton way '"", '310-276-7732']",1,0,0.17516491,0.8248351,2
102,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310-276-7732,` coffee shops ',145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_phone', 'ltable_res_type')","['310/659 -6919', 'french']","['310-276-7732', ""` coffee shops '""]",1,0,0.032007772,0.96799225,2
135,,` bristol farms market,' 8720 sunset blvd. ',` los angeles ',310-643-5229,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_phone')","[""` le dome '"", '310/659 -6919']","['` bristol farms market', '310-643-5229']",1,0,0.047332007,0.9526681,2
136,,` le dome ',' 1570 rosecrans ave. s. ',` los angeles ',310-643-5229,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_addr', 'ltable_phone')","[""' 8720 sunset blvd. '"", '310/659 -6919']","[""' 1570 rosecrans ave. s. '"", '310-643-5229']",1,0,0.08176569,0.9182342,2
137,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310-643-5229,californian,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_phone', 'ltable_res_type')","['310/659 -6919', 'french']","['310-643-5229', 'californian']",1,0,0.02481064,0.9751893,2
162,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` le dome ',' 8795 sunset blvd. ',` w. hollywood ',310/659 -6919,californian,20,"('rtable_name', 'rtable_phone')","[""` spago ( los angeles ) '"", '310-652-4025']","[""` le dome '"", '310/659 -6919']",1,0,0.007228725,0.9927713,2
164,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` los angeles ',310/659 -6919,californian,20,"('rtable_city', 'rtable_phone')","[""` w. hollywood '"", '310-652-4025']","[""` los angeles '"", '310/659 -6919']",1,0,0.021578293,0.9784217,2
165,,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310/659 -6919,french,20,"('rtable_phone', 'rtable_res_type')","['310-652-4025', 'californian']","['310/659 -6919', 'french']",1,0,0.013974517,0.9860255,2
