,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
366,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_class')","[""` spago ( las vegas ) '"", 670]","[""` circus circus '"", 437]",0.4995110034942627,0.5004889965057373,2
301,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_class')","[""` spago ( las vegas ) '"", 670]","[""` circus circus '"", 437]",0.49927228689193726,0.5007277131080627,2
108,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_class')","[""` spago ( las vegas ) '"", 670]","[""` circus circus '"", 437]",0.49927228689193726,0.5007277131080627,2
170,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_class')","[""` spago ( las vegas ) '"", 670]","[""` circus circus '"", 437]",0.49927228689193726,0.5007277131080627,2
233,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_class')","[""` spago ( las vegas ) '"", 670]","[""` circus circus '"", 437]",0.49927228689193726,0.5007277131080627,2
65,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` spago ( las vegas ) ',2880 las vegas blvd. s ',` las vegas ',702/734 -0410,californian,437,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3500 las vegas blvd. s. '"", '702-369-6300', 670]","[""2880 las vegas blvd. s '"", '702/734 -0410', 437]",0.4992191791534424,0.5007808208465576,3
83,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,buffets,437,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` spago ( las vegas ) '"", 'californian', 670]","[""` circus circus '"", 'buffets', 437]",0.49834001064300537,0.5016599893569946,3
82,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702/734 -0410,californian,437,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` spago ( las vegas ) '"", '702-369-6300', 670]","[""` circus circus '"", '702/734 -0410', 437]",0.4673551321029663,0.5326448678970337,3
81,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_city', 'rtable_class')","[""` spago ( las vegas ) '"", ""` las vegas '"", 670]","[""` circus circus '"", ""` las vegas '"", 437]",0.49927228689193726,0.5007277131080627,3
80,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',',` las vegas ',702-369-6300,californian,437,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` spago ( las vegas ) '"", ""' 3500 las vegas blvd. s. '"", 670]","[""` circus circus '"", ""'"", 437]",0.4841036796569824,0.5158963203430176,3
