,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name',)",['Third Base Red Rocket Amber Ale'],['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber'],1,0,0.0707485,0.9292515,2
16,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Third Base Sports Bar & Brewery', '4.60 %']","['Apeldoornse Bierbrouwerij De Vlijt', '6.50 %']",1,0,0.2785981,0.7214019,2
15,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Third Base Red Rocket Amber Ale', '4.60 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.05899541,0.9410046,2
14,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Third Base Red Rocket Amber Ale', 'Amber Ale']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Amber Ale']",1,0,0.14708526,0.8529147,2
13,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Third Base Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.044150542,0.9558495,2
12,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,4.60 %,"('rtable_Brew_Factory_Name',)",['Third Base Sports Bar & Brewery'],['Apeldoornse Bierbrouwerij De Vlijt'],1,0,0.251479,0.748521,2
11,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name',)",['Third Base Red Rocket Amber Ale'],['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber'],1,0,0.070748486,0.9292515,2
5,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Third Base Sports Bar & Brewery', '4.60 %']","['Apeldoornse Bierbrouwerij De Vlijt', '6.50 %']",1,0,0.27859813,0.7214019,2
4,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Third Base Red Rocket Amber Ale', '4.60 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.05899541,0.9410046,2
3,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Third Base Red Rocket Amber Ale', 'Amber Ale']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Amber Ale']",1,0,0.14708526,0.8529147,2
2,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Third Base Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.044150542,0.9558495,2
1,,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,4.60 %,"('rtable_Brew_Factory_Name',)",['Third Base Sports Bar & Brewery'],['Apeldoornse Bierbrouwerij De Vlijt'],1,0,0.251479,0.748521,2
22,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.46600735,0.53399265,2
