,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,ep memory,usb drives,nan,9.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
1,ep memory,usb drives,nan,9.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,8729.48,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
2,ep memory,usb drives,nan,198.35,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
3,ep memory,usb drives,nan,19.99,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
4,ep memory,usb drives,nan,5.54,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
5,ep memory,usb drives,nan,9.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,pny 4gb class 4 navy sd card,1
6,iosafe,usb drives,q3675a,9.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,q3675a,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
7,ep memory,digital cameras,nan,22.92,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,125.99,antec tricool case fan tricool 120mm,1
8,ep memory,mp3 accessories,nan,5.54,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,nan,nan,birdhouse tony hawk 16gb ptero skatedrive usb flash drive,1
9,iosafe,usb drives,q3675a,9.84,birdhouse tony hawk 2gb full skull skatedrive usb flash drive,action,usb flash drives,q3675a,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,1
