,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,sibelius-software-ltd .,413.99,1
1,mac os x server v10 .4.7 unlimited client,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,17.55,1
2,steinberg nuendo 3 digital audio software,steinberg,2499.0,adobe illustrator cs3 ( mac ),nan,149.95,1
3,steinberg nuendo 3 digital audio software,hewlett-packard - ( consumables ),79.95,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,149.95,1
4,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,punch software,149.95,1
5,steinberg nuendo 3 digital audio software,steinberg,19.99,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,149.95,1
6,steinberg nuendo 3 digital audio software,microsoft software,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,39.99,1
7,microsoft office frontpage 2003 academic version windows ),steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,149.95,1
8,steinberg nuendo 3 digital audio software,steinberg,2499.0,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,riverdeep-learning-company,149.95,1
9,steinberg nuendo 3 digital audio software,topics entertainment,799.95,steinberg wavelab studio 6 audio editing software educational discount music production software,nan,149.95,1
