,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,6 audio editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['6 audio editing software educational discount music production software'],0.0038803257,0.99611974,2
25,wavelab studio 6 audio editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['wavelab studio 6 audio editing software educational discount music production software', nan]",0.0013097305,0.9986903,2
24,wavelab studio 6 audio editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['wavelab studio 6 audio editing software educational discount music production software'],0.0012938245,0.9987062,2
22,steinberg wavelab studio 6 audio editing software educational discount,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount', 149.95]",0.005153165,0.9948468,2
21,steinberg wavelab studio 6 audio editing software educational discount,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software educational discount', nan]",0.002724691,0.9972753,2
20,steinberg wavelab studio 6 audio editing software educational discount,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software educational discount'],0.0043303734,0.9956696,2
18,steinberg wavelab studio 6 audio editing software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software', 149.95]",0.0469699,0.9530301,2
17,steinberg wavelab studio 6 audio editing software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software', nan]",0.012948172,0.98705184,2
16,steinberg wavelab studio 6 audio editing software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software'],0.02514816,0.97485185,2
14,steinberg wavelab studio 6 audio editing software educational,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software educational', 149.95]",0.013437228,0.9865628,2
26,wavelab studio 6 audio editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['wavelab studio 6 audio editing software educational discount music production software', 149.95]",0.00084607094,0.999154,2
12,steinberg wavelab studio 6 audio editing software educational,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software educational'],0.012491376,0.9875086,2
13,steinberg wavelab studio 6 audio editing software educational,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software educational', nan]",0.010498895,0.98950106,2
10,editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['editing software educational discount music production software', 149.95]",0.055013653,0.94498634,2
9,editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['editing software educational discount music production software', nan]",0.069859095,0.9301409,2
8,editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['editing software educational discount music production software'],0.062156845,0.9378432,2
6,studio 6 audio editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['studio 6 audio editing software educational discount music production software', 149.95]",0.0008460714,0.999154,2
5,studio 6 audio editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['studio 6 audio editing software educational discount music production software', nan]",0.0013097305,0.9986903,2
4,studio 6 audio editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['studio 6 audio editing software educational discount music production software'],0.0012938245,0.9987062,2
2,6 audio editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['6 audio editing software educational discount music production software', 149.95]",0.0036308048,0.99636924,2
1,6 audio editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['6 audio editing software educational discount music production software', nan]",0.004814187,0.9951858,2
15,steinberg wavelab studio 6 audio editing software educational,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software educational', nan, 149.95]",0.016417442,0.98358256,3
7,studio 6 audio editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['studio 6 audio editing software educational discount music production software', nan, 149.95]",0.00060638424,0.9993936,3
19,steinberg wavelab studio 6 audio editing software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software', nan, 149.95]",0.018667398,0.98133266,3
3,6 audio editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['6 audio editing software educational discount music production software', nan, 149.95]",0.003692474,0.9963075,3
23,steinberg wavelab studio 6 audio editing software educational discount,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount', nan, 149.95]",0.006372976,0.9936271,3
11,editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['editing software educational discount music production software', nan, 149.95]",0.050461072,0.94953895,3
27,wavelab studio 6 audio editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['wavelab studio 6 audio editing software educational discount music production software', nan, 149.95]",0.00060638395,0.9993936,3
