,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"canon powershot sd790 is 10 megapixel digital camera with 3x optical zoom , 3 ' lcd , & pictbridge",panasonic kx-tg9342t cordless phone,nan,0
1,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,104.95,0
2,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",panasonic kx-tg9342t cordless phone,nan,0
3,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,0
4,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,0
5,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,sony blu-ray disc player bdps550,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,0
6,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",7.0 cu . ft. super capacity electric dryer med5900tw,nan,0
7,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",panasonic kx-tg9342t cordless phone,nan,0
8,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,479.0,0
9,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,1098.72,0
