,label,latency,match,prediction,row,summary,type
0,0.0,94.69902967198868,0.0,[0.9962714 0.0037286],393-831,"rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
dtype: float64",certa
1,0.0,95.08666883799015,0.0,[0.996536   0.00346396],559-324,"rtable_title/rtable_manufacturer/rtable_price    0.625
dtype: float64",certa
2,0.0,90.27609157201368,0.0,[0.9964445  0.00355554],558-3023,"ltable_title/ltable_manufacturer/ltable_price    0.75
dtype: float64",certa
3,0.0,99.09733564098133,0.0,[0.9962895  0.00371051],762-1618,"ltable_title/ltable_price    0.4
dtype: float64",certa
4,0.0,98.49257477701758,0.0,[0.9961647  0.00383538],1262-2860,"ltable_title/ltable_price           0.3
ltable_title/ltable_manufacturer    0.3
dtype: float64",certa
5,0.0,105.7575994960207,0.0,[0.99631727 0.00368274],654-1183,"ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
6,0.0,133.32735336499172,0.0,[0.9953674 0.0046326],423-2847,"rtable_title/rtable_price           0.2
rtable_title/rtable_manufacturer    0.2
dtype: float64",certa
7,0.0,101.34668558900012,0.0,[0.99594754 0.00405244],858-1805,"ltable_title    0.8
dtype: float64",certa
8,0.0,100.01780415000394,0.0,[0.9963104  0.00368962],722-2331,"ltable_title    0.5
dtype: float64",certa
9,0.0,93.07887143301195,0.0,[0.9964406  0.00355945],1198-3033,"ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
dtype: float64",certa
10,0.0,98.03205386598711,0.0,[0.99518317 0.0048168 ],522-1512,"ltable_title    0.8
dtype: float64",certa
11,0.0,97.71297822199995,0.0,[0.995782   0.00421802],561-1136,"ltable_title/ltable_price           0.9
ltable_title/ltable_manufacturer    0.9
dtype: float64",certa
12,0.0,96.22466243300005,0.0,[0.9966007  0.00339929],606-2867,"ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
dtype: float64",certa
13,0.0,96.67100921299425,0.0,[0.9960075  0.00399251],1170-861,"ltable_title/ltable_price    0.625
dtype: float64",certa
14,0.0,91.80813572299667,0.0,[0.9955923  0.00440766],614-945,"rtable_title/rtable_manufacturer    0.25
dtype: float64",certa
15,0.0,103.24201083299704,0.0,[0.9946791 0.0053209],1241-3145,"ltable_title/ltable_price    0.333333
dtype: float64",certa
16,0.0,137.9741039359942,0.0,[0.99472153 0.00527842],1111-2755,"ltable_title    0.5
dtype: float64",certa
17,0.0,98.72937307402026,0.0,[0.995631   0.00436903],270-2177,"ltable_title/ltable_price           0.5
ltable_title/ltable_manufacturer    0.5
dtype: float64",certa
18,0.0,98.57761762899463,0.0,[0.9959772  0.00402278],225-2837,"ltable_title/ltable_price    0.333333
dtype: float64",certa
19,0.0,97.82250255299732,0.0,[0.99641633 0.00358366],597-242,"ltable_title/ltable_price    0.25
dtype: float64",certa
20,0.0,94.347426791006,0.0,[0.99355185 0.00644812],661-946,"ltable_title/ltable_price           0.571429
ltable_title/ltable_manufacturer    0.571429
dtype: float64",certa
21,0.0,91.5042134319956,0.0,[0.9966072  0.00339279],705-2054,"ltable_title/ltable_manufacturer/ltable_price    0.8
dtype: float64",certa
22,1.0,42.32783722798922,1.0,[0.01224485 0.9877551 ],1191-567,"rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
23,0.0,91.00162282798556,0.0,[0.9962023  0.00379775],606-1485,"rtable_title    0.25
dtype: float64",certa
24,1.0,43.0465183169872,1.0,[0.01944099 0.98055905],1030-2320,"rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
25,0.0,93.08381178698619,0.0,[0.99626607 0.003734  ],1105-783,"ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
26,0.0,100.16699733099085,0.0,[0.99598867 0.0040113 ],1225-2383,"ltable_title/ltable_manufacturer    0.6
dtype: float64",certa
27,1.0,127.02719407199766,0.0,[0.9651594  0.03484051],536-750,"rtable_title    0.6
dtype: float64",certa
28,0.0,116.88797725099721,0.0,[0.99276793 0.00723212],375-532,"rtable_title/rtable_price           0.5
rtable_title/rtable_manufacturer    0.5
dtype: float64",certa
29,0.0,43.81263480501366,1.0,[0.14599681 0.8540032 ],1022-2865,"rtable_price           0.5
rtable_manufacturer    0.5
ltable_price           0.5
dtype: float64",certa
30,0.0,98.4000493940257,0.0,[0.99649364 0.00350636],781-3199,"ltable_title/ltable_price    0.444444
dtype: float64",certa
31,0.0,103.81098227301845,0.0,[0.9962691  0.00373086],93-3160,"ltable_title    0.6
dtype: float64",certa
32,0.0,99.556043323013,0.0,[0.99575484 0.00424523],578-2195,"ltable_title/ltable_price    0.7
dtype: float64",certa
33,1.0,88.88278960698517,0.0,[0.9924011 0.0075989],276-3022,"rtable_title/rtable_price    0.666667
dtype: float64",certa
34,0.0,89.67498077600612,0.0,[0.9960771  0.00392286],646-836,"ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
35,0.0,97.32323805202032,0.0,[0.99604565 0.00395438],511-2821,"rtable_title/rtable_manufacturer    0.6
dtype: float64",certa
36,0.0,97.04072457499569,0.0,[0.9965383  0.00346176],490-1514,"ltable_title/ltable_price    0.3
dtype: float64",certa
37,0.0,89.0744307229761,0.0,[0.9958989  0.00410113],587-1001,"ltable_title/ltable_price    0.5
dtype: float64",certa
38,0.0,124.27044230900356,0.0,[0.990498   0.00950193],1109-2852,"ltable_title/ltable_price           0.7
ltable_title/ltable_manufacturer    0.7
dtype: float64",certa
39,0.0,105.99554589000763,0.0,[0.9816871  0.01831279],799-1592,"rtable_title    0.9
dtype: float64",certa
40,1.0,89.6005029840162,0.0,[0.97167677 0.02832325],1269-1433,"ltable_title/ltable_price           1.0
ltable_title/ltable_manufacturer    1.0
dtype: float64",certa
41,0.0,92.84747417198378,0.0,[0.9966287  0.00337132],1258-2490,"ltable_title/ltable_price           0.666667
ltable_title/ltable_manufacturer    0.666667
dtype: float64",certa
42,0.0,95.51112601099885,0.0,[0.9793442 0.0206558],553-897,"rtable_title/rtable_price           0.777778
rtable_title/rtable_manufacturer    0.777778
dtype: float64",certa
43,0.0,92.97981358697871,0.0,[0.99558806 0.00441198],539-1311,"ltable_title/ltable_price           0.5
ltable_title/ltable_manufacturer    0.5
dtype: float64",certa
44,0.0,96.92956085698097,0.0,[0.9966648  0.00333518],897-3017,"rtable_title/rtable_manufacturer/rtable_price    0.4
dtype: float64",certa
45,1.0,41.796175966010196,1.0,[0.01340776 0.98659223],22-1435,"rtable_price           0.0
rtable_manufacturer    0.0
rtable_title           0.0
ltable_price           0.0
ltable_manufacturer    0.0
ltable_title           0.0
dtype: float64",certa
46,0.0,42.367858334997436,1.0,[0.0250149 0.9749851],997-1599,"rtable_manufacturer    0.5
dtype: float64",certa
47,0.0,109.52925214800052,0.0,[0.99601835 0.00398165],348-239,"ltable_title/ltable_manufacturer    0.7
dtype: float64",certa
48,0.0,122.29109551597503,0.0,[0.9637966  0.03620335],112-3119,"ltable_title    0.6
dtype: float64",certa
