,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Minaret ( Original ),Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Song_Name',)",['Sweet Spot ( feat . Jennifer Lopez )'],['Minaret ( Original )'],0.99874216,0.0012579042,2
194,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Little Big Town,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Song_Name', 'rtable_Artist_Name')","['Sweet Spot ( feat . Jennifer Lopez )', 'Flo Rida']","['Girl Crush', 'Little Big Town']",0.5608991,0.4391009,2
195,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Pain Killer,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Song_Name', 'rtable_Album_Name')","['Sweet Spot ( feat . Jennifer Lopez )', 'Wild Ones']","['Girl Crush', 'Pain Killer']",0.9634758,0.036524158,2
196,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Wild Ones,Country,$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Song_Name', 'rtable_Genre')","['Sweet Spot ( feat . Jennifer Lopez )', 'Dance & Electronic , Rap & Hip-Hop , House']","['Girl Crush', 'Country']",0.809762,0.19023801,2
197,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Song_Name', 'rtable_Price')","['Sweet Spot ( feat . Jennifer Lopez )', '$ 1.29']","['Girl Crush', '$ 1.29']",0.9765337,0.023466364,2
198,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,( C ) 2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville,3:48,"June 22 , 2012","('rtable_Song_Name', 'rtable_CopyRight')","['Sweet Spot ( feat . Jennifer Lopez )', '( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.']","['Girl Crush', '( C ) 2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville']",0.9725903,0.027409725,2
199,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:13,"June 22 , 2012","('rtable_Song_Name', 'rtable_Time')","['Sweet Spot ( feat . Jennifer Lopez )', '3:48']","['Girl Crush', '3:13']",0.9679406,0.032059375,2
200,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Girl Crush,Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"October 21 , 2014","('rtable_Song_Name', 'rtable_Released')","['Sweet Spot ( feat . Jennifer Lopez )', 'June 22 , 2012']","['Girl Crush', 'October 21 , 2014']",0.9799611,0.020038923,2
201,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Sweet Spot ( feat . Jennifer Lopez ),Little Big Town,Pain Killer,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Artist_Name', 'rtable_Album_Name')","['Flo Rida', 'Wild Ones']","['Little Big Town', 'Pain Killer']",0.59157234,0.40842766,2
202,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12,Sweet Spot ( feat . Jennifer Lopez ),Flo Rida,Pain Killer,Country,$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012","('rtable_Album_Name', 'rtable_Genre')","['Wild Ones', 'Dance & Electronic , Rap & Hip-Hop , House']","['Pain Killer', 'Country']",0.8383758,0.16162421,2
