,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Wild Ones,Flo Rida,nan,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Shinedown,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,nan,nan,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",nan,1
1,Wild Ones,Flo Rida,nan,nan,$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Diddy - Dirty Money,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,nan,nan,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",3:25,1
2,Wild Ones,Flo Rida,nan,nan,$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,nan,nan,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",3:25,1
3,Wild Ones,Flo Rida,nan,nan,$ 1.99,22-Jun-12,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",nan,nan,Flo Rida,2014 Warner Bros. . Records Inc.,nan,$ 0.99,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",nan,0
4,Wild Ones,David Guetta,nan,nan,$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.","Rap & Hip-Hop , Southern Rap , Pop Rap",nan,nan,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",nan,1
5,Wild Ones,Flo Rida,nan,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Shinedown,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",Dance & Electronic,nan,nan,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",nan,1
6,Wild Ones,Flo Rida,nan,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,22-Jun-12,Cameras 28-Mar-11,nan,nan,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,nan,"July 10 , 2007","Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",nan,1
7,Wild Ones,David Guetta,nan,"Dance , Music",$ 1.29,22-Jun-12,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",nan,nan,David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,$ 1.29,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",nan,0
8,Wild Ones,Flo Rida,nan,nan,$ 1.99,22-Jun-12,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",nan,nan,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,$ 0.99,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",nan,0
9,Wild Ones,Flo Rida,nan,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,22-Jun-12,Cameras 28-Mar-11,3:54,nan,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",nan,nan,"July 10 , 2007","Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",nan,1
