,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,` island spice ',' 402 w. 44th st. ',` los angeles ',212/765 -1737,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,660.0,1
1,` island spice ',' 402 w. 44th st. ',` new york ',404/261 -8186,` tel caribbean ',37.0,` island spice ',' 3570 las vegas blvd. s. ',` new york city ',212-765-1737,caribbean,37.0,1
2,` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37.0,` island spice ',' 10801 w. pico blvd. ',` new york city ',702-791-7352,caribbean,37.0,1
3,` island spice ',' 402 w. 44th st. ',` new york ',212/682 -8660,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,seafood,37.0,1
4,` island spice ',' 2355 peachtree rd. . peachtree battle shopping center ',` new york ',212/765 -1737,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,670.0,1
5,oritalia,' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',143.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37.0,1
6,` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37.0,` island spice ',' 243 e. 58th st. ',` new york city ',212-765-1737,californian,37.0,1
7,` schatzi on main ',' 402 w. 44th st. ',` new york ',213/937 -5733,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37.0,1
8,` island spice ',' 402 w. 44th st. ',` las vegas ',212/765 -1737,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,` coffee shops ',37.0,1
9,` island spice ',' 402 w. 44th st. ',` new york ',818/585 -0855,` tel caribbean ',37.0,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37.0,1
