,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,aureole,' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name',)","[""` island spice '""]",['aureole'],0.96735686,0.03264318,2
177,` veni vidi vici ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',93,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name', 'ltable_class')","[""` island spice '"", 37]","[""` veni vidi vici '"", 93]",0.9999994,6.2746335e-07,2
176,` veni vidi vici ',' 402 w. 44th st. ',` new york ',212/765 -1737,italian,37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name', 'ltable_res_type')","[""` island spice '"", ""` tel caribbean '""]","[""` veni vidi vici '"", 'italian']",1.0,4.4261127e-12,2
175,` veni vidi vici ',' 402 w. 44th st. ',` new york ',404/875 -8424,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name', 'ltable_phone')","[""` island spice '"", '212/765 -1737']","[""` veni vidi vici '"", '404/875 -8424']",0.9999999,7.023437e-08,2
174,` veni vidi vici ',' 402 w. 44th st. ',atlanta,212/765 -1737,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name', 'ltable_city')","[""` island spice '"", ""` new york '""]","[""` veni vidi vici '"", 'atlanta']",1.0,2.586114e-09,2
172,` veni vidi vici ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name',)","[""` island spice '""]","[""` veni vidi vici '""]",0.9999999,7.023437e-08,2
141,` island spice ',' 1915 fillmore st. ',` new york ',212/765 -1737,italian,37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_addr', 'ltable_res_type')","[""' 402 w. 44th st. '"", ""` tel caribbean '""]","[""' 1915 fillmore st. '"", 'italian']",0.97776926,0.022230724,2
140,` island spice ',' 1915 fillmore st. ',` new york ',415/346 -1333,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_addr', 'ltable_phone')","[""' 402 w. 44th st. '"", '212/765 -1737']","[""' 1915 fillmore st. '"", '415/346 -1333']",0.53016454,0.46983546,2
139,` island spice ',' 1915 fillmore st. ',` san francisco ',212/765 -1737,` tel caribbean ',37,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_addr', 'ltable_city')","[""' 402 w. 44th st. '"", ""` new york '""]","[""' 1915 fillmore st. '"", ""` san francisco '""]",0.72861403,0.27138594,2
138,oritalia,' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',501,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,"('ltable_name', 'ltable_class')","[""` island spice '"", 37]","['oritalia', 501]",0.9917344,0.008265595,2
