,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,car stereos,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title',)",['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input'],['boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input'],0.14960042,0.85039955,2
20,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and,car stereos,boss,bv9958b,180.95,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_price')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 180.0]","['boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and', 180.95]",0.16802152,0.8319785,2
49,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb,accessories supplies,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_category')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 'car stereos']","['boss bv8966b in-dash 7 dvd mp3 cd receiver with usb', 'accessories supplies']",0.22009549,0.77990454,2
68,bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,car stereos,boss,bv9958b,180.95,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_price')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 180.0]","['bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input', 180.95]",0.24624369,0.7537563,2
67,bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,car stereos,boss,bv8966b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_modelno')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 'bv9958b']","['bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input', 'bv8966b']",0.27521667,0.72478336,2
66,bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,car stereos,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_brand')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 'boss']","['bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input', 'boss']",0.27521655,0.7247834,2
65,bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_category')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 'car stereos']","['bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input', 'accessories supplies']",0.2981457,0.70185435,2
64,bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,car stereos,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title',)",['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input'],['bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input'],0.27521667,0.72478336,2
32,boss bv8966b in-dash 7 dvd mp3 cd receiver with,car stereos,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title',)",['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input'],['boss bv8966b in-dash 7 dvd mp3 cd receiver with'],0.17750154,0.82249844,2
33,boss bv8966b in-dash 7 dvd mp3 cd receiver with,accessories supplies,boss,bv9958b,180.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,accessories supplies,boss,bv8966b,180.95,"('ltable_title', 'ltable_category')","['boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input', 'car stereos']","['boss bv8966b in-dash 7 dvd mp3 cd receiver with', 'accessories supplies']",0.2973495,0.7026505,2
