,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325.0,` koo koo roo ','67 n. raymond ave. ',` new york city ',212-371-8844,chinese,60.0,1
1,` les celebrites ',' 6182 w. flamingo rd. ',` new york ',212/682 -8660,american,325.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
2,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325.0,` san domenico ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
3,` pen & pencil ',' 205 e. 45th st. ',` san francisco ',212/682 -8660,american,437.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
4,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325.0,` shun lee palace ',' 1023 abbot kinney blvd. ',` new york city ',212-371-8844,chinese,60.0,1
5,` lillie langtry \ 's ',' 205 e. 45th st. ',` new york ',212/682 -8660,french,325.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
6,` pen & pencil ',' 205 e. 45th st. ',` new york ',213/937 -5733,american,325.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
7,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325.0,` shun lee palace ',' 155 e. 55th st. ',` manhattan beach ',212-371-8844,` french ( new ) ',60.0,1
8,` pen & pencil ',' 205 e. 45th st. ',` new york ',310/289 -0660,american,325.0,citrus,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
9,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,` steak houses ',325.0,` shun lee palace ','13 w. 54th st. ',` new york city ',212-371-8844,chinese,60.0,1
