,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", '702-893-0703', 667]","[""` bertolini \\ 's '"", '702/735 -4663', 427]",1,0,0.07135389,0.9286461,3
16,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3200 las vegas blvd. s. '"", '702-893-0703', 667]","[""' 3570 las vegas blvd. s '"", '702/735 -4663', 427]",1,0,0.07745303,0.922547,3
14,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", '702-893-0703', 667]","['` bertolini \\', '702/735 -4663', 427]",1,0,0.37983555,0.62016445,3
13,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,667,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703']","['` bertolini \\', ""' 3570 las vegas blvd. s '"", '702/735 -4663']",1,0,0.051068295,0.94893175,3
15,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,667,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-893-0703']","[""' 3570 las vegas blvd. s '"", ""` las vegas '"", '702/735 -4663']",1,0,0.20231865,0.7976814,3
5,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,italian,427,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", '702-893-0703', 'steakhouses', 667]","[""` bertolini \\ 's '"", '702/735 -4663', 'italian', 427]",1,0,0.12863839,0.8713616,4
25,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,"('rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 3200 las vegas blvd. s. '"", '702-893-0703', 'steakhouses', 667]","[""' 3570 las vegas blvd. s '"", '702/735 -4663', 'italian', 427]",1,0,0.10460133,0.8953987,4
24,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-893-0703', 667]","[""' 3570 las vegas blvd. s '"", ""` las vegas '"", '702/735 -4663', 427]",1,0,0.23353603,0.766464,4
23,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,667,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-893-0703', 'steakhouses']","[""' 3570 las vegas blvd. s '"", ""` las vegas '"", '702/735 -4663', 'italian']",1,0,0.33136106,0.6686389,4
22,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,italian,427,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", '702-893-0703', 'steakhouses', 667]","['` bertolini \\', '702/735 -4663', 'italian', 427]",1,0,0.1688125,0.8311874,4
21,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '"", '702-893-0703', 667]","['` bertolini \\', ""` las vegas '"", '702/735 -4663', 427]",1,0,0.10984872,0.8901513,4
20,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,italian,667,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '"", '702-893-0703', 'steakhouses']","['` bertolini \\', ""` las vegas '"", '702/735 -4663', 'italian']",1,0,0.25409618,0.7459038,4
19,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703', 667]","['` bertolini \\', ""' 3570 las vegas blvd. s '"", '702/735 -4663', 427]",1,0,0.049203373,0.95079666,4
4,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '"", '702-893-0703', 667]","[""` bertolini \\ 's '"", ""` las vegas '"", '702/735 -4663', 427]",1,0,0.0728552,0.9271448,4
17,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,667,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-893-0703']","['` bertolini \\', ""' 3570 las vegas blvd. s '"", ""` las vegas '"", '702/735 -4663']",1,0,0.39489707,0.60510296,4
1,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',',` las vegas ',702/735 -4663,italian,667,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703', 'steakhouses']","[""` bertolini \\ 's '"", ""'"", '702/735 -4663', 'italian']",1,0,0.26428583,0.7357142,4
18,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \,' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,667,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703', 'steakhouses']","['` bertolini \\', ""' 3570 las vegas blvd. s '"", '702/735 -4663', 'italian']",1,0,0.14810261,0.85189736,4
2,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',',` las vegas ',702/735 -4663,steakhouses,427,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703', 667]","[""` bertolini \\ 's '"", ""'"", '702/735 -4663', 427]",1,0,0.14653264,0.8534674,4
3,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,italian,667,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '"", '702-893-0703', 'steakhouses']","[""` bertolini \\ 's '"", ""` las vegas '"", '702/735 -4663', 'italian']",1,0,0.26407468,0.7359253,4
11,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735,italian,427,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", '702-893-0703', 'steakhouses', 667]","[""` bertolini \\ 's '"", ""' 3570 las vegas blvd. s '"", '702/735', 'italian', 427]",1,0,0.3328424,0.66715753,5
10,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735,steakhouses,427,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-893-0703', 667]","[""` bertolini \\ 's '"", ""' 3570 las vegas blvd. s '"", ""` las vegas '"", '702/735', 427]",1,0,0.2318173,0.7681827,5
8,,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bertolini \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702/735 -4663,italian,427,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '"", '702-893-0703', 'steakhouses', 667]","[""` bertolini \\ 's '"", ""` las vegas '"", '702/735 -4663', 'italian', 427]",1,0,0.051501278,0.9484987,5
