,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"jiawei han , jian pei , guozhu dong , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'jiawei han , jian pei , guozhu dong , ke wang', 2001]",0.06811219453811646,0.9318878054618835,3
68,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.30401140451431274,0.6959885954856873,3
31,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,guozhu dong,very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong', 2001]",0.34242868423461914,0.6575713157653809,3
32,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139958381652832,0.8186004161834717,3
67,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han', 2001]",0.0774233341217041,0.9225766658782959,3
34,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"jian pei , jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'jian pei , jiawei han , ke wang', 2001]",0.08547276258468628,0.9145272374153137,3
35,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.30401134490966797,0.695988655090332,3
37,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong ,",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong ,', 2001]",0.2575305104255676,0.7424694895744324,3
38,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139946460723877,0.8186005353927612,3
65,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139958381652832,0.8186004161834717,3
40,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"pei , jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'pei , jiawei han , ke wang', 2001]",0.10194814205169678,0.8980518579483032,3
41,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.26205986738204956,0.7379401326179504,3
84,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han , ke wang', 2001]",0.06350719928741455,0.9364928007125854,3
43,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian', 2001]",0.17051732540130615,0.8294826745986938,3
44,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139958381652832,0.8186004161834717,3
64,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,", ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', ', ke wang', 2001]",0.2967112064361572,0.7032887935638428,3
46,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,", jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', ', jiawei han , ke wang', 2001]",0.12253308296203613,0.8774669170379639,3
47,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139946460723877,0.8186005353927612,3
49,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei', 2001]",0.1426958441734314,0.8573041558265686,3
50,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139946460723877,0.8186005353927612,3
62,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.26205986738204956,0.7379401326179504,3
52,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'jiawei han , ke wang', 2001]",0.13470405340194702,0.865295946598053,3
53,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139958381652832,0.8186004161834717,3
61,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei', 2001]",0.0900772213935852,0.9099227786064148,3
55,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei ,",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei ,', 2001]",0.11334097385406494,0.8866590261459351,3
56,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139958381652832,0.8186004161834717,3
58,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', 'han , ke wang', 2001]",0.1804335117340088,0.8195664882659912,3
28,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,", jian pei , jiawei han , ke wang",very large data bases,2001,"('rtable_title', 'rtable_authors', 'rtable_year')","['fast computation of sparse datacubes', 'kenneth a. ross , divesh srivastava', 1997]","['efficient computation of iceberg cubes with complex measures', ', jian pei , jiawei han , ke wang', 2001]",0.08062374591827393,0.9193762540817261,3
29,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.31493479013442993,0.6850652098655701,3
26,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",sigmod conference,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'sigmod conference', 2001]",0.18139946460723877,0.8186005353927612,3
1,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,efficient computation of iceberg cubes with complex measures,"kenneth a. ross , divesh srivastava",international conference on management of data,2001,"('rtable_title', 'rtable_venue', 'rtable_year')","['fast computation of sparse datacubes', 'very large data bases', 1997]","['efficient computation of iceberg cubes with complex measures', 'international conference on management of data', 2001]",0.36401665210723877,0.6359833478927612,3
