,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Inception Series - Runnin ' With The Devil,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,0
1,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,India Pale Ale &#40; IPA &#41;,6.90 %,0
2,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,0
3,Inception Series - Runnin ' With The Devil,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,5.60 %,0
4,Inception Series - Runnin ' With The Devil,Tarraco Beer,American Amber / Red Ale,9.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,0
5,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,Irish Ale,6.90 %,0
6,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,9.70 %,0
7,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,5.70 %,0
8,Big Red Ale,Tarraco Beer,American Amber / Red Ale,6.90 %,Big Time Lift Ticket American Red Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,0
9,Inception Series - Runnin ' With The Devil,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Hollywood Beach Brewing Company,Amber Ale,6.90 %,0
