,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` mambo restaurante cubano ',' 1402,` manhattan beach ',404/874 -2626,diners,599,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177']","[""` mambo restaurante cubano '"", ""' 1402"", '404/874 -2626']",1,0,0.28982103,0.7101789,3
10,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,diners,599,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177']","[""restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626']",1,0,0.45847046,0.5415295,3
18,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,diners,599,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177']","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626']",1,0,0.04622153,0.9537785,3
3,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` mambo restaurante cubano ',' 1305 highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""` manhattan beach '"", '310-545-5177', 599]","[""` mambo restaurante cubano '"", 'atlanta', '404/874 -2626', 406]",1,0,0.124502294,0.87549764,4
4,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` mambo restaurante cubano ',' 1305 highland ave. ',` manhattan beach ',404/874 -2626,caribbean,406,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", '310-545-5177', 'diners', 599]","[""` mambo restaurante cubano '"", '404/874 -2626', 'caribbean', 406]",1,0,0.44602725,0.5539727,4
19,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,diners,599,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177']","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626']",1,0,0.39398685,0.6060132,4
23,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177', 599]","[""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626', 406]",1,0,0.26443937,0.73556066,4
1,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` mambo restaurante cubano ',' 1402,` manhattan beach ',404/874 -2626,caribbean,599,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 'diners']","[""` mambo restaurante cubano '"", ""' 1402"", '404/874 -2626', 'caribbean']",1,0,0.48945862,0.5105414,4
11,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,diners,406,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 599]","[""restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626', 406]",1,0,0.03856776,0.9614323,4
12,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` uncle bill \ 's pancake house ',' 1402 n. highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177', 599]","[""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626', 406]",1,0,0.26443934,0.73556066,4
22,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1305 highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""` manhattan beach '"", '310-545-5177', 599]","[""mambo restaurante cubano '"", 'atlanta', '404/874 -2626', 406]",1,0,0.2385821,0.7614179,4
21,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,diners,406,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 599]","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626', 406]",1,0,0.019602576,0.98039746,4
20,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,caribbean,599,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 'diners']","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626', 'caribbean']",1,0,0.2439575,0.7560425,4
2,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,` mambo restaurante cubano ',' 1402,` manhattan beach ',404/874 -2626,diners,406,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 599]","[""` mambo restaurante cubano '"", ""' 1402"", '404/874 -2626', 406]",1,0,0.025090009,0.97490996,4
27,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1305 highland ave. ',atlanta,404/874 -2626,caribbean,406,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""` manhattan beach '"", '310-545-5177', 'diners', 599]","[""mambo restaurante cubano '"", 'atlanta', '404/874 -2626', 'caribbean', 406]",1,0,0.26552364,0.73447627,5
26,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',` manhattan beach ',404/874 -2626,caribbean,406,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", '310-545-5177', 'diners', 599]","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", '404/874 -2626', 'caribbean', 406]",1,0,0.026331002,0.973669,5
25,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177', 599]","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626', 406]",1,0,0.04846178,0.95153826,5
24,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,599,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177', 'diners']","[""mambo restaurante cubano '"", ""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626', 'caribbean']",1,0,0.18693456,0.8130654,5
14,,` mambo restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,caribbean,406,restaurante cubano ',' 1402 n. highland ave. ',atlanta,404/874 -2626,diners,406,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` uncle bill \\ 's pancake house '"", ""' 1305 highland ave. '"", ""` manhattan beach '"", '310-545-5177', 599]","[""restaurante cubano '"", ""' 1402 n. highland ave. '"", 'atlanta', '404/874 -2626', 406]",1,0,0.059805147,0.9401948,5
