,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,open object database management systems,,,1994.0,s. ( 1988 ) . towardsarealhornclauselanguage,rn krishnamurthy,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title', 'rtable_authors')","['performance evaluation of a temporal database management system', 'i ahn , r snodgrass']","['s. ( 1988 ) . towardsarealhornclauselanguage', 'rn krishnamurthy']",0.26367098093032837,0.7363290190696716,2
198,open object database management systems,,,1994.0,"ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996","i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title',)",['performance evaluation of a temporal database management system'],"['ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996']",0.37978893518447876,0.6202110648155212,2
199,open object database management systems,,,1994.0,"ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996","g neuner , m krã?ger , u grewer","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title', 'rtable_authors')","['performance evaluation of a temporal database management system', 'i ahn , r snodgrass']","['ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996', 'g neuner , m krã?ger , u grewer']",0.2738479971885681,0.7261520028114319,2
200,open object database management systems,,,1994.0,"ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996","i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['performance evaluation of a temporal database management system', 1986.0]","['ã?bungstypologie zum kommunikativen deutschunterricht , langenscheidt , mã 1/4 nchen , 1996', nan]",0.164528489112854,0.835471510887146,2
430,open object database management systems,,,1994.0,entwicklung einer realitaetsnahen kraftrueckkopplung bei fluidisch betriebenen handprothesen,s mounier,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title', 'rtable_authors')","['performance evaluation of a temporal database management system', 'i ahn , r snodgrass']","['entwicklung einer realitaetsnahen kraftrueckkopplung bei fluidisch betriebenen handprothesen', 's mounier']",0.10295987129211426,0.8970401287078857,2
429,open object database management systems,,,1994.0,entwicklung einer realitaetsnahen kraftrueckkopplung bei fluidisch betriebenen handprothesen,"i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title',)",['performance evaluation of a temporal database management system'],['entwicklung einer realitaetsnahen kraftrueckkopplung bei fluidisch betriebenen handprothesen'],0.13480061292648315,0.8651993870735168,2
425,open object database management systems,,,1994.0,automatische grobregistrierung intraoperativ akquirierter 3d-daten von gesichtsoberflã $ chen anhand,"i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['performance evaluation of a temporal database management system', 1986.0]","['automatische grobregistrierung intraoperativ akquirierter 3d-daten von gesichtsoberflã $ chen anhand', nan]",0.14706850051879883,0.8529314994812012,2
206,open object database management systems,,,1994.0,wirkungen von jod und arsenit auf meeresalgen in kultur,ha von stosch,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title', 'rtable_authors')","['performance evaluation of a temporal database management system', 'i ahn , r snodgrass']","['wirkungen von jod und arsenit auf meeresalgen in kultur', 'ha von stosch']",0.22345060110092163,0.7765493988990784,2
207,open object database management systems,,,1994.0,wirkungen von jod und arsenit auf meeresalgen in kultur,"i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['performance evaluation of a temporal database management system', 1986.0]","['wirkungen von jod und arsenit auf meeresalgen in kultur', nan]",0.21819478273391724,0.7818052172660828,2
424,open object database management systems,,,1994.0,automatische grobregistrierung intraoperativ akquirierter 3d-daten von gesichtsoberflã $ chen anhand,"t maier , m benz , g hã $ usler , e nkenke , fw neukam ,","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,"('rtable_title', 'rtable_authors')","['performance evaluation of a temporal database management system', 'i ahn , r snodgrass']","['automatische grobregistrierung intraoperativ akquirierter 3d-daten von gesichtsoberflã $ chen anhand', 't maier , m benz , g hã $ usler , e nkenke , fw neukam ,']",0.4394369125366211,0.5605630874633789,2
