,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,memory,nan,nan,nan,uniden slimline corded phone with cid cw - un-1260bk uniden,memory,kingston,ktd-ws667 / 8g,230.74,0
1,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,memory,nan,nan,nan,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,oki,ktd-ws667 / 8g,230.74,0
2,samsung s2 640gb usb 3.0 portable external hard drive red,memory,nan,nan,17.13,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,ktd-ws667 / 8g,230.74,0
3,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,nan,nan,nan,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel 23.96,memory,kingston,ktd-ws667 / 8g,230.74,0
4,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,nan,nan,nan,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal da-lite,tv mounts,kingston,ktd-ws667 / 8g,230.74,0
5,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,nan,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,memory,kingston,it4ll-gmt,230.74,0
6,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,printers,nan,nan,nan,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,ktd-ws667 / 8g,230.74,0
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,memory,da-lite,nan,nan,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,ktd-ws667 / 8g,230.74,0
8,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,nan,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,memory,mayline,ktd-ws667 / 8g,230.74,0
9,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,nan,nan,24.94,evga geforce 8400 gs passive 512mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 512-p3-1301-kr,memory,kingston,ktd-ws667 / 8g,230.74,0
