,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,,kingston,ktd-ws667 / 8g,230.74,"('rtable_category',)",['memory'],[nan],0.09573755,0.9042625,2
85,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,,230.74,"('rtable_brand', 'rtable_modelno')","['kingston', 'ktd-ws667 / 8g']","['kingston', nan]",0.06449288,0.9355071,2
84,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,,kingston,ktd-ws667 / 8g,28.34,"('rtable_category', 'rtable_price')","['memory', 230.74]","[nan, 28.34]",0.080920696,0.9190793,2
83,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,,kingston,,230.74,"('rtable_category', 'rtable_modelno')","['memory', 'ktd-ws667 / 8g']","[nan, nan]",0.099838585,0.90016145,2
82,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,,kingston,ktd-ws667 / 8g,230.74,"('rtable_category', 'rtable_brand')","['memory', 'kingston']","[nan, 'kingston']",0.09573755,0.9042625,2
81,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g,memory,kingston,ktd-ws667 / 8g,28.34,"('rtable_title', 'rtable_price')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 230.74]","['kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g', 28.34]",0.080233745,0.9197663,2
80,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g,memory,kingston,,230.74,"('rtable_title', 'rtable_modelno')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'ktd-ws667 / 8g']","['kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g', nan]",0.080535606,0.91946435,2
79,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g,memory,kingston,ktd-ws667 / 8g,230.74,"('rtable_title', 'rtable_brand')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'kingston']","['kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g', 'kingston']",0.09826744,0.90173256,2
78,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g,,kingston,ktd-ws667 / 8g,230.74,"('rtable_title', 'rtable_category')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'memory']","['kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz ddr2 sdram 200pin ktt667d2 2g memory ktt667d2/2g', nan]",0.11938029,0.8806197,2
77,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,ktd-ws667 / 8g,28.34,"('rtable_price',)",[230.74],[28.34],0.08308324,0.9169167,2
