,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Henry 's Spinning,Justin Bieber,Never Say Never - The Remixes,Children 's Music,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_Genre')","['Never Say Never [ feat . Jaden Smith ]', 'Pop']","[""Henry 's Spinning"", ""Children 's Music""]",0.17731275,0.82268727,2
225,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Brad Paisley,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Artist_Name',)",['Justin Bieber'],['Brad Paisley'],0.4436593,0.55634063,2
226,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,2015 Kygo Mixer,3:48,"February 14 , 2011","('rtable_CopyRight',)",['( C ) 2011 The Island Def Jam Music Group'],['2015 Kygo Mixer'],0.44272524,0.55727476,2
227,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Brad Paisley,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_Artist_Name')","['Never Say Never [ feat . Jaden Smith ]', 'Justin Bieber']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", 'Brad Paisley']",0.22016984,0.77983016,2
228,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Hits Alive,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_Album_Name')","['Never Say Never [ feat . Jaden Smith ]', 'Never Say Never - The Remixes']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", 'Hits Alive']",0.28753012,0.71246994,2
229,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Never Say Never - The Remixes,Country,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_Genre')","['Never Say Never [ feat . Jaden Smith ]', 'Pop']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", 'Country']",0.3702451,0.62975484,2
230,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_Price')","['Never Say Never [ feat . Jaden Smith ]', '$ 1.29']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", '$ 1.29']",0.34562942,0.65437055,2
231,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,2015 Kygo Mixer,3:48,"February 14 , 2011","('rtable_Song_Name', 'rtable_CopyRight')","['Never Say Never [ feat . Jaden Smith ]', '( C ) 2011 The Island Def Jam Music Group']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", '2015 Kygo Mixer']",0.14828555,0.85171443,2
232,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,4:06,"February 14 , 2011","('rtable_Song_Name', 'rtable_Time')","['Never Say Never [ feat . Jaden Smith ]', '3:48']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", '4:06']",0.29428652,0.70571357,2
233,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,When I Get Where I 'm Going ( feat . Dolly Parton ),Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"November 2 , 2010","('rtable_Song_Name', 'rtable_Released')","['Never Say Never [ feat . Jaden Smith ]', 'February 14 , 2011']","[""When I Get Where I 'm Going ( feat . Dolly Parton )"", 'November 2 , 2010']",0.35031506,0.649685,2
