,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,canon psc-55 deluxe leather camera case 1588b001,top loading polypropylene black,,"('rtable_name',)",['sony lcs-csh soft camera case lcscsh'],['canon psc-55 deluxe leather camera case 1588b001'],0.367871,0.632129,2
1,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,canon psc-55 deluxe leather camera case 1588b001,top loading leather black,,"('rtable_name', 'rtable_description')","['sony lcs-csh soft camera case lcscsh', 'top loading polypropylene black']","['canon psc-55 deluxe leather camera case 1588b001', 'top loading leather black']",0.25846803,0.74153197,2
2,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,canon psc-55 deluxe leather camera case 1588b001,top loading polypropylene black,16.82,"('rtable_name', 'rtable_price')","['sony lcs-csh soft camera case lcscsh', nan]","['canon psc-55 deluxe leather camera case 1588b001', 16.82]",0.43896893,0.5610311,2
4,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,garmin canvas deluxe carry case 010-10231-01,top loading polypropylene black,,"('rtable_name',)",['sony lcs-csh soft camera case lcscsh'],['garmin canvas deluxe carry case 010-10231-01'],0.49470648,0.5052935,2
6,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,belkin folio for ipod touch f8z373,top loading polypropylene black,,"('rtable_name',)",['sony lcs-csh soft camera case lcscsh'],['belkin folio for ipod touch f8z373'],0.46747726,0.53252274,2
7,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,belkin folio for ipod touch f8z373,leather black,,"('rtable_name', 'rtable_description')","['sony lcs-csh soft camera case lcscsh', 'top loading polypropylene black']","['belkin folio for ipod touch f8z373', 'leather black']",0.28759944,0.71240056,2
8,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,belkin folio for ipod touch f8z373,top loading polypropylene black,19.99,"('rtable_name', 'rtable_price')","['sony lcs-csh soft camera case lcscsh', nan]","['belkin folio for ipod touch f8z373', 19.99]",0.38659707,0.61340296,2
3,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,canon psc-55 deluxe leather camera case 1588b001,top loading leather black,16.82,"('rtable_name', 'rtable_description', 'rtable_price')","['sony lcs-csh soft camera case lcscsh', 'top loading polypropylene black', nan]","['canon psc-55 deluxe leather camera case 1588b001', 'top loading leather black', 16.82]",0.36564153,0.63435847,3
5,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,tomtom one 130 carry bag 9uea .017.00,black,14.74,"('rtable_name', 'rtable_description', 'rtable_price')","['sony lcs-csh soft camera case lcscsh', 'top loading polypropylene black', nan]","['tomtom one 130 carry bag 9uea .017.00', 'black', 14.74]",0.48814055,0.5118594,3
9,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,belkin folio for ipod touch f8z373,leather black,19.99,"('rtable_name', 'rtable_description', 'rtable_price')","['sony lcs-csh soft camera case lcscsh', 'top loading polypropylene black', nan]","['belkin folio for ipod touch f8z373', 'leather black', 19.99]",0.26403183,0.7359682,3
