,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,maytag bisque over-the-range microwave oven mmv4205bt,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,,,"('ltable_name',)",['lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh'],['maytag bisque over-the-range microwave oven mmv4205bt'],1,0,0.019260917,0.9807391,2
103,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,bose acoustimass 5 series iii,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","['bose acoustimass 5 series iii', 399.0]",1,0,0.23194014,0.7680598,2
102,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","[""speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.46571872,0.53428125,2
101,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,bose acoustimass 5 series iii speaker system am53bk,speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['bose acoustimass 5 series iii speaker system am53bk', ""speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.13935134,0.86064863,2
99,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,bose acoustimass 5 series,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","['bose acoustimass 5 series', 399.0]",1,0,0.18899092,0.8110091,2
98,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,bose acoustimass 5 series iii speaker system am53bk,iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['bose acoustimass 5 series iii speaker system am53bk', ""iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.19051309,0.80948687,2
96,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,bose acoustimass 5,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","['bose acoustimass 5', 399.0]",1,0,0.4593297,0.5406702,2
95,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","[""series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.24005805,0.7599419,2
94,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,bose acoustimass 5 series iii speaker system am53bk,series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,,"('rtable_name', 'rtable_description')","['maytag 2.0 cu . ft. over-the-range microwave oven', nan]","['bose acoustimass 5 series iii speaker system am53bk', ""series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.30488005,0.6951199,2
92,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,maytag 2.0 cu . ft. over-the-range microwave oven,bose acoustimass,399.0,"('rtable_description', 'rtable_price')","[nan, nan]","['bose acoustimass', 399.0]",1,0,0.25414997,0.74585,2
