,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,99.95,microsoft publisher 2007 version upgrade,global-software-publishing,17.9,scrapbook designer platinum,1
1,global-software-publishing,9.99,microsoft publisher 2007 version upgrade,global-software-publishing,17.9,microsoft money 2007 home and business ( pc ),1
2,me-too-software,99.95,hp dss software v. 4.0 complete package t1936aa ua0 ),riverdeep-learning-company,385.99,scrapbook designer platinum,1
3,me-too-software,99.95,professional home design suite platinum,global-software-publishing,199.95,topics entertainment instant immersion ingles audio deluxe,1
4,me-too-software,99.95,hp dss software v. 4.0 complete package t1936aa ua0 ),riverdeep-learning-company,17.9,scrapbook designer platinum,1
5,global-software-publishing,99.95,professional home design suite platinum,global-software-publishing,17.9,scrapbook designer platinum,1
6,global-software-publishing,630.36,punch ! master landscape & home design,global-software-publishing,17.9,scrapbook designer platinum,1
7,me-too-software,99.95,quicken legal business pro 2007,riverdeep-learning-company,46.95,adobe cs3 design standard upgrade,1
8,me-too-software,99.95,reel deal casino championship edition,riverdeep-learning-company,85.95,scrapbook designer platinum,1
9,global-software-publishing,9.99,microsoft publisher 2007 version upgrade,global-software-publishing,17.9,scrapbook designer platinum,1
