,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,der ã?bergang vom krieg zum frieden in uganda.-in : crove,ma neimat,"sigmod record ,",1991.0,"('rtable_title',)",['database research at hp labs'],['der ã?bergang vom krieg zum frieden in uganda.-in : crove'],0.06326425075531006,0.9367357492446899,2
398,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"bouwstoffen nader bekeken , milieuhygiã `` nische kwaliteit en toepasbaarheid van bouwstoffen in relatie",ma neimat,"sigmod record ,",,"('rtable_title', 'rtable_year')","['database research at hp labs', 1991.0]","['bouwstoffen nader bekeken , milieuhygiã `` nische kwaliteit en toepasbaarheid van bouwstoffen in relatie', nan]",0.34717124700546265,0.6528287529945374,2
397,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"bouwstoffen nader bekeken , milieuhygiã `` nische kwaliteit en toepasbaarheid van bouwstoffen in relatie","tg aalbers , c zevenbergenâ ? ¦","sigmod record ,",1991.0,"('rtable_title', 'rtable_authors')","['database research at hp labs', 'ma neimat']","['bouwstoffen nader bekeken , milieuhygiã `` nische kwaliteit en toepasbaarheid van bouwstoffen in relatie', 'tg aalbers , c zevenbergenâ ? ¦']",0.06071728467941284,0.9392827153205872,2
393,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,",ma neimat,"sigmod record ,",,"('rtable_title', 'rtable_year')","['database research at hp labs', 1991.0]","['j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,', nan]",0.20103704929351807,0.7989629507064819,2
392,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,",,"sigmod record ,",1991.0,"('rtable_title', 'rtable_authors')","['database research at hp labs', 'ma neimat']","['j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,', nan]",0.23760759830474854,0.7623924016952515,2
391,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,",ma neimat,"sigmod record ,",1991.0,"('rtable_title',)",['database research at hp labs'],"['j. . h. sharp bn achar , gw brindley proc . int . clay conf . jerusalem ,']",0.2666829824447632,0.7333170175552368,2
389,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"popytka slovaria noveishikh naimenovaniiâ ® rm , magazinov , parikmakherskikh i pr . poimenovannykh i t nikolaeva",ma neimat,"sigmod record ,",,"('rtable_title', 'rtable_year')","['database research at hp labs', 1991.0]","['popytka slovaria noveishikh naimenovaniiâ ® rm , magazinov , parikmakherskikh i pr . poimenovannykh i t nikolaeva', nan]",0.35912102460861206,0.6408789753913879,2
388,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"popytka slovaria noveishikh naimenovaniiâ ® rm , magazinov , parikmakherskikh i pr . poimenovannykh i t nikolaeva",,"sigmod record ,",1991.0,"('rtable_title', 'rtable_authors')","['database research at hp labs', 'ma neimat']","['popytka slovaria noveishikh naimenovaniiâ ® rm , magazinov , parikmakherskikh i pr . poimenovannykh i t nikolaeva', nan]",0.39216887950897217,0.6078311204910278,2
383,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"ç ¨ '' ç ?? ç ?? è ?? ç 3/4 $ ä 1/2 ? ç ?? å ?? å?é ?? ä 1/4 å ¦ ç ? ç © ¶ é ?? æ ?? ç ? ² ï 1/4 ? å ® ? æ · ? æ ?? ï 1/4 ? å ?? æ ?? å ? 1/2 ï 1/4 ? æ 1/2 ? åº?å ?? i. å ¹ ¿ ä ¸ ? ç ?? ,",ma neimat,"sigmod record ,",,"('rtable_title', 'rtable_year')","['database research at hp labs', 1991.0]","[""ç ¨ '' ç ?? ç ?? è ?? ç 3/4 $ ä 1/2 ? ç ?? å ?? å?é ?? ä 1/4 å ¦ ç ? ç © ¶ é ?? æ ?? ç ? ² ï 1/4 ? å ® ? æ · ? æ ?? ï 1/4 ? å ?? æ ?? å ? 1/2 ï 1/4 ? æ 1/2 ? åº?å ?? i. å ¹ ¿ ä ¸ ? ç ?? ,"", nan]",0.07890838384628296,0.921091616153717,2
382,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,"ç ¨ '' ç ?? ç ?? è ?? ç 3/4 $ ä 1/2 ? ç ?? å ?? å?é ?? ä 1/4 å ¦ ç ? ç © ¶ é ?? æ ?? ç ? ² ï 1/4 ? å ® ? æ · ? æ ?? ï 1/4 ? å ?? æ ?? å ? 1/2 ï 1/4 ? æ 1/2 ? åº?å ?? i. å ¹ ¿ ä ¸ ? ç ?? ,",ma neimat,,1991.0,"('rtable_title', 'rtable_venue')","['database research at hp labs', 'sigmod record ,']","[""ç ¨ '' ç ?? ç ?? è ?? ç 3/4 $ ä 1/2 ? ç ?? å ?? å?é ?? ä 1/4 å ¦ ç ? ç © ¶ é ?? æ ?? ç ? ² ï 1/4 ? å ® ? æ · ? æ ?? ï 1/4 ? å ?? æ ?? å ? 1/2 ï 1/4 ? æ 1/2 ? åº?å ?? i. å ¹ ¿ ä ¸ ? ç ?? ,"", nan]",0.1672368049621582,0.8327631950378418,2
