,label,latency,match,prediction,row,summary,type
0,0.0,190.8521186400012,0.0,[0.94003351 0.05996649],1219-2470,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.83
dtype: float64",certa
1,0.0,400.5898299629989,0.0,[0.98196628 0.01803372],492-1635,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.697917
dtype: float64",certa
2,1.0,205.82458168199992,1.0,[0.29855937 0.70144063],3917-2224,"ltable_Beer_Name/ltable_ABV    0.51
dtype: float64",certa
3,0.0,193.84463542400044,0.0,[0.93283495 0.06716505],2155-2948,"ltable_Beer_Name/ltable_Style/ltable_ABV    0.67
dtype: float64",certa
4,1.0,196.60755839600097,0.0,[0.59433609 0.40566391],271-1410,"ltable_Beer_Name    0.71
dtype: float64",certa
5,0.0,206.5984267340009,0.0,[0.92887884 0.07112116],3309-716,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.84
dtype: float64",certa
6,0.0,173.68544573200052,0.0,[0.81406862 0.18593138],1024-37,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.77
dtype: float64",certa
7,1.0,191.57302334500127,1.0,[0.37913454 0.62086546],1780-685,"ltable_Brew_Factory_Name/ltable_ABV    0.56
dtype: float64",certa
8,0.0,179.09031527099978,0.0,[0.91834365 0.08165635],1479-1563,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.64
dtype: float64",certa
9,0.0,364.8599227859995,0.0,[0.98200965 0.01799035],2026-1679,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.92
dtype: float64",certa
10,0.0,186.583387304001,0.0,[0.96411012 0.03588988],2155-1261,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.67
dtype: float64",certa
11,0.0,217.6508304380004,0.0,[0.92856099 0.07143901],525-433,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.94
dtype: float64",certa
12,0.0,362.066019418,0.0,[0.97596454 0.02403546],3-641,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.645161
dtype: float64",certa
13,0.0,89.7296447789995,0.0,[0.79385704 0.20614296],4068-2374,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.68
dtype: float64",certa
14,0.0,93.42587217599976,0.0,[0.93677575 0.06322425],4203-2425,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.85
dtype: float64",certa
15,0.0,172.53012515599949,0.0,[0.9450862 0.0549138],2572-221,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.92
dtype: float64",certa
16,0.0,181.84834490399953,0.0,[0.95793396 0.04206604],309-2621,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.66
dtype: float64",certa
17,0.0,198.19867347599939,0.0,[0.94740777 0.05259223],309-418,"ltable_Beer_Name/ltable_Brew_Factory_Name    0.5
dtype: float64",certa
