,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
1,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_phone')","[""` trio cafe '"", '415-563-2248']","['oritalia', '415/346 -1333']",1,0,0.49995646,0.5000436,2
50,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_phone')","[""` trio cafe '"", '415-563-2248']","['oritalia', '415/346 -1333']",1,0,0.4999564,0.5000436,2
21,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_addr', 'rtable_phone')","[""' 1870 fillmore st. '"", '415-563-2248']","[""' 1915 fillmore st. '"", '415/346 -1333']",1,0,0.25581968,0.7441803,2
20,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_phone')","[""` trio cafe '"", '415-563-2248']","['oritalia', '415/346 -1333']",1,0,0.49995646,0.5000436,2
51,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_addr', 'rtable_phone')","[""' 1870 fillmore st. '"", '415-563-2248']","[""' 1915 fillmore st. '"", '415/346 -1333']",1,0,0.25581968,0.7441803,2
54,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` trio cafe '"", '415-563-2248', 749]","['oritalia', '415/346 -1333', 501]",1,0,0.09414437,0.9058556,3
26,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 1870 fillmore st. '"", '415-563-2248', 749]","[""' 1915 fillmore st. '"", '415/346 -1333', 501]",1,0,0.043990396,0.9560096,3
25,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,749,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""' 1870 fillmore st. '"", '415-563-2248', 'american']","[""' 1915 fillmore st. '"", '415/346 -1333', 'italian']",1,0,0.20149443,0.7985056,3
24,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` trio cafe '"", '415-563-2248', 749]","['oritalia', '415/346 -1333', 501]",1,0,0.094144344,0.9058556,3
23,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san,415/346 -1333,american,749,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` trio cafe '"", ""` san francisco '"", '415-563-2248']","['oritalia', '` san', '415/346 -1333']",1,0,0.05971866,0.94028133,3
22,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` trio cafe '"", ""' 1870 fillmore st. '"", '415-563-2248']","['oritalia', ""' 1915 fillmore st. '"", '415/346 -1333']",1,0,0.26346174,0.73653823,3
52,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` trio cafe '"", ""' 1870 fillmore st. '"", '415-563-2248']","['oritalia', ""' 1915 fillmore st. '"", '415/346 -1333']",1,0,0.26346174,0.73653823,3
53,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',`,415/346 -1333,american,749,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` trio cafe '"", ""` san francisco '"", '415-563-2248']","['oritalia', '`', '415/346 -1333']",1,0,0.24455462,0.75544536,3
55,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',`,415/346 -1333,american,749,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 1870 fillmore st. '"", ""` san francisco '"", '415-563-2248']","[""' 1915 fillmore st. '"", '`', '415/346 -1333']",1,0,0.31290224,0.6870977,3
39,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346,american,501,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 1870 fillmore st. '"", '415-563-2248', 749]","[""' 1915 fillmore st. '"", '415/346', 501]",1,0,0.19729528,0.80270475,3
57,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 1870 fillmore st. '"", '415-563-2248', 749]","[""' 1915 fillmore st. '"", '415/346 -1333', 501]",1,0,0.043990396,0.9560096,3
2,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,1915 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` trio cafe '"", ""' 1870 fillmore st. '"", '415-563-2248']","['oritalia', ""1915 fillmore st. '"", '415/346 -1333']",1,0,0.16504058,0.83495945,3
3,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,749,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` trio cafe '"", ""` san francisco '"", '415-563-2248']","['oritalia', ""` san francisco '"", '415/346 -1333']",1,0,0.38519305,0.61480695,3
4,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` trio cafe '"", '415-563-2248', 749]","['oritalia', '415/346 -1333', 501]",1,0,0.09414437,0.9058556,3
56,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,749,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""' 1870 fillmore st. '"", '415-563-2248', 'american']","[""' 1915 fillmore st. '"", '415/346 -1333', 'italian']",1,0,0.20149443,0.7985056,3
6,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` san francisco '"", '415-563-2248', 749]","[""` san francisco '"", '415/346 -1333', 501]",1,0,0.1812571,0.8187429,3
5,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',1915 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 1870 fillmore st. '"", '415-563-2248', 749]","[""1915 fillmore st. '"", '415/346 -1333', 501]",1,0,0.05655882,0.94344115,3
63,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,` trio cafe ',' 1915 fillmore st. ',`,415/346 -1333,italian,749,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""' 1870 fillmore st. '"", ""` san francisco '"", '415-563-2248', 'american']","[""' 1915 fillmore st. '"", '`', '415/346 -1333', 'italian']",1,0,0.49167535,0.5083246,4
61,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1870 fillmore st. ',`,415/346 -1333,american,501,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` trio cafe '"", ""` san francisco '"", '415-563-2248', 749]","['oritalia', '`', '415/346 -1333', 501]",1,0,0.34303194,0.65696806,4
60,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,american,501,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` trio cafe '"", ""' 1870 fillmore st. '"", '415-563-2248', 749]","['oritalia', ""' 1915 fillmore st. '"", '415/346 -1333', 501]",1,0,0.04247809,0.9575219,4
59,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,749,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` trio cafe '"", ""' 1870 fillmore st. '"", '415-563-2248', 'american']","['oritalia', ""' 1915 fillmore st. '"", '415/346 -1333', 'italian']",1,0,0.018771142,0.9812289,4
58,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',`,415/346 -1333,american,749,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` trio cafe '"", ""' 1870 fillmore st. '"", ""` san francisco '"", '415-563-2248']","['oritalia', ""' 1915 fillmore st. '"", '`', '415/346 -1333']",1,0,0.028838295,0.97116166,4
40,,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,501,oritalia,' 1915 fillmore st. ',` san francisco ',415/346,american,749,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` trio cafe '"", ""' 1870 fillmore st. '"", ""` san francisco '"", '415-563-2248']","['oritalia', ""' 1915 fillmore st. '"", ""` san francisco '"", '415/346']",1,0,0.13514002,0.86485994,4
