,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',310/276 -1886,southwestern,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` palace court ',415-826-4639,` french ( new ) ',1
1,' 3799 las vegas blvd. s ',` san francisco ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` palace court ',702-731-7110,` french ( new ) ',1
2,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,caribbean,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` palace court ',702-731-7110,` french bistro ',1
3,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` palace court ',415-826-4639,` french ( new ) ',1
4,' 240 e. 58th st. ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 3595 las vegas blvd. s. ',` west la ',70.0,` palace court ',702-731-7110,` french ( new ) ',1
5,' 3799 las vegas blvd. s ',` san francisco ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 6703 melrose ave. ',` las vegas ',70.0,` palace court ',702-731-7110,` french ( new ) ',1
6,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` fenix at the argyle ',702-731-7110,californian,1
7,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 6703 melrose ave. ',` las vegas ',70.0,` palace court ',702-731-7110,italian,1
8,' 3130 piedmont road ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,'67 n. raymond ave. ',` las vegas ',70.0,` palace court ',702-731-7110,` french ( new ) ',1
9,' 3799 las vegas blvd. s ',` las vegas ',70.0,` coyote cafe ',702/891 -7349,southwestern,' 3570 las vegas blvd. s. ',` las vegas ',70.0,` palace court ',702-731-7110,italian,1
