,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,microc/os ii . 2 : a reviderade upplagan 2002.0,jj labrosse,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_title', 'rtable_authors')","['size separation spatial join n koudas , kc sevcik', nan]","['microc/os ii . 2 : a reviderade upplagan 2002.0', 'jj labrosse']",0.23376267,0.7662373,2
1,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,microc/os ii . 2 : a reviderade upplagan 2002.0,,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['size separation spatial join n koudas , kc sevcik', 1997.0]","['microc/os ii . 2 : a reviderade upplagan 2002.0', nan]",0.33188063,0.66811943,2
24,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"8â cents kennard , o. ( 1984 )",r taylor,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_title', 'rtable_authors')","['size separation spatial join n koudas , kc sevcik', nan]","['8â cents kennard , o. ( 1984 )', 'r taylor']",0.21509318,0.7849068,2
4,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,viscoplasticity of steam-treated wood,pp kã $ renlampi,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_title', 'rtable_authors')","['size separation spatial join n koudas , kc sevcik', nan]","['viscoplasticity of steam-treated wood', 'pp kã $ renlampi']",0.16578887,0.83421105,2
28,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"g. . llorst . b. . and walker . h , , â ?? parity striping of disc arrays : low-cost reliable storage with proc . 16th intnl . conf . on very large databases , brisbane , & hellip ; ,",,,1997.0,"('rtable_title', 'rtable_venue')","['size separation spatial join n koudas , kc sevcik', 'proceedings of the 1997 acm sigmod international conference & hellip ; ,']","['g. . llorst . b. . and walker . h , , â ?? parity striping of disc arrays : low-cost reliable storage with proc . 16th intnl . conf . on very large databases , brisbane , & hellip ; ,', nan]",0.009629777,0.9903702,2
8,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus",,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_title',)","['size separation spatial join n koudas , kc sevcik']","['lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus']",0.017649217,0.9823508,2
9,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus",,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_title', 'rtable_authors')","['size separation spatial join n koudas , kc sevcik', nan]","['lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus', nan]",0.017649176,0.9823508,2
10,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus",,,1997.0,"('rtable_title', 'rtable_venue')","['size separation spatial join n koudas , kc sevcik', 'proceedings of the 1997 acm sigmod international conference & hellip ; ,']","['lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus', nan]",0.0224428,0.9775572,2
11,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus",,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['size separation spatial join n koudas , kc sevcik', 1997.0]","['lynne and benjamin , robert . i. 1997 . are you gambling on a magic bullet m markus', nan]",0.017870829,0.9821292,2
19,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,r. ( 1989 ) kvalitetscirklar i teori och praktik lund : studentlitteratur,,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",,"('rtable_title', 'rtable_year')","['size separation spatial join n koudas , kc sevcik', 1997.0]","['r. ( 1989 ) kvalitetscirklar i teori och praktik lund : studentlitteratur', nan]",0.0023329062,0.9976671,2
