,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
23,an introduction to spatial database systems,r gќting,vldb j.,1994,human factors comparison of a procedural and a nonprocedural query language,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title',)",['introduction to a system for distributed databases ( sdd-1 )'],['human factors comparison of a procedural and a nonprocedural query language'],0.0031140978,0.99688584,2
24,an introduction to spatial database systems,r gќting,vldb j.,1994,human factors comparison of a procedural and a nonprocedural query language,"c welty , dw stemple","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title', 'rtable_authors')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m']","['human factors comparison of a procedural and a nonprocedural query language', 'c welty , dw stemple']",0.0032802036,0.9967198,2
31,an introduction to spatial database systems,r gќting,vldb j.,1994,an inventory model with commitments,"r anupindi , r akella","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title', 'rtable_authors')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m']","['an inventory model with commitments', 'r anupindi , r akella']",0.49217778,0.5078222,2
32,an introduction to spatial database systems,r gќting,vldb j.,1994,an inventory model with commitments,"jb rothnie jr , pa bernstein , s fox , n goodman , m","submitted for publication ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['an inventory model with commitments', 'submitted for publication ,']",0.3760338,0.6239662,2
18,an introduction to spatial database systems,r gќting,vldb j.,1994,introduction to a system for distributed databases ( sdd-1 ),j boulos,"sigmod record ,",1980.0,"('rtable_authors', 'rtable_venue')","['jb rothnie jr , pa bernstein , s fox , n goodman , m', 'acm transactions on database systems ( tods ) ,']","['j boulos', 'sigmod record ,']",0.25541914,0.74458086,2
17,an introduction to spatial database systems,r gќting,vldb j.,1994,cost estimation of user-defined methods in object-relational database systems,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1999.0,"('rtable_title', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 1980.0]","['cost estimation of user-defined methods in object-relational database systems', 1999.0]",0.18663451,0.8133655,2
16,an introduction to spatial database systems,r gќting,vldb j.,1994,cost estimation of user-defined methods in object-relational database systems,"jb rothnie jr , pa bernstein , s fox , n goodman , m","sigmod record ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['cost estimation of user-defined methods in object-relational database systems', 'sigmod record ,']",0.0071845106,0.9928155,2
15,an introduction to spatial database systems,r gќting,vldb j.,1994,cost estimation of user-defined methods in object-relational database systems,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title',)",['introduction to a system for distributed databases ( sdd-1 )'],['cost estimation of user-defined methods in object-relational database systems'],0.18663451,0.8133655,2
35,an introduction to spatial database systems,r gќting,vldb j.,1994,a multidatabase system for tracking and retrieval of financial data,"m cochinwala , j bradley","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title', 'rtable_authors')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m']","['a multidatabase system for tracking and retrieval of financial data', 'm cochinwala , j bradley']",0.3910322,0.60896784,2
25,an introduction to spatial database systems,r gќting,vldb j.,1994,human factors comparison of a procedural and a nonprocedural query language,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['human factors comparison of a procedural and a nonprocedural query language', 'acm transactions on database systems ,']",0.006482051,0.993518,2
11,an introduction to spatial database systems,r gќting,vldb j.,1994,an environment for formal specification and implementation of interaction policies for distributed,"jb rothnie jr , pa bernstein , s fox , n goodman , m","bt technology journal ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['an environment for formal specification and implementation of interaction policies for distributed', 'bt technology journal ,']",0.39903548,0.6009644,2
26,an introduction to spatial database systems,r gќting,vldb j.,1994,human factors comparison of a procedural and a nonprocedural query language,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1981.0,"('rtable_title', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 1980.0]","['human factors comparison of a procedural and a nonprocedural query language', 1981.0]",0.0031140978,0.99688584,2
41,an introduction to spatial database systems,r gќting,vldb j.,1994,maximum likelihood method for probabilistic multi-hypothesis tracking,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title',)",['introduction to a system for distributed databases ( sdd-1 )'],['maximum likelihood method for probabilistic multi-hypothesis tracking'],0.011420271,0.9885797,2
42,an introduction to spatial database systems,r gќting,vldb j.,1994,maximum likelihood method for probabilistic multi-hypothesis tracking,"jb rothnie jr , pa bernstein , s fox , n goodman , m","proc . spie ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['maximum likelihood method for probabilistic multi-hypothesis tracking', 'proc . spie ,']",0.33884647,0.66115355,2
43,an introduction to spatial database systems,r gќting,vldb j.,1994,maximum likelihood method for probabilistic multi-hypothesis tracking,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1994.0,"('rtable_title', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 1980.0]","['maximum likelihood method for probabilistic multi-hypothesis tracking', 1994.0]",0.011420271,0.9885797,2
5,an introduction to spatial database systems,r gќting,vldb j.,1994,introduction to a system for distributed databases ( sdd-1 ),rh shaw,"pc magazine ,",1980.0,"('rtable_authors', 'rtable_venue')","['jb rothnie jr , pa bernstein , s fox , n goodman , m', 'acm transactions on database systems ( tods ) ,']","['rh shaw', 'pc magazine ,']",0.18530712,0.81469285,2
4,an introduction to spatial database systems,r gќting,vldb j.,1994,an introduction to the win32 api .,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",,"('rtable_title', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 1980.0]","['an introduction to the win32 api .', nan]",0.14044723,0.8595528,2
3,an introduction to spatial database systems,r gќting,vldb j.,1994,an introduction to the win32 api .,"jb rothnie jr , pa bernstein , s fox , n goodman , m","pc magazine ,",1980.0,"('rtable_title', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,']","['an introduction to the win32 api .', 'pc magazine ,']",0.024232166,0.97576785,2
2,an introduction to spatial database systems,r gќting,vldb j.,1994,an introduction to the win32 api .,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,"('rtable_title',)",['introduction to a system for distributed databases ( sdd-1 )'],['an introduction to the win32 api .'],0.090262935,0.90973705,2
10,an introduction to spatial database systems,"k kanth , d agrawal , a singh",vldb j.,1998,introduction to a system for distributed databases ( sdd-1 ),"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,"('ltable_authors', 'ltable_year')","['r gќting', 1994]","['k kanth , d agrawal , a singh', 1998]",0.33531135,0.66468865,2
37,an introduction to spatial database systems,r gќting,vldb j.,1994,a multidatabase system for tracking and retrieval of financial data,"m cochinwala , j bradley","acm transactions on database systems ( tods ) ,",1994.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m', 1980.0]","['a multidatabase system for tracking and retrieval of financial data', 'm cochinwala , j bradley', 1994.0]",0.3910322,0.60896784,3
39,an introduction to spatial database systems,r gќting,vldb j.,1994,rapid expansion of cytomegalovirus-specific cytotoxic t lymphocytes by artificial antigen-presenting,"ga papanicolaou , jb latouche , c tan , j dupont , j","blood-new york - ,",1980.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m', 'acm transactions on database systems ( tods ) ,']","['rapid expansion of cytomegalovirus-specific cytotoxic t lymphocytes by artificial antigen-presenting', 'ga papanicolaou , jb latouche , c tan , j dupont , j', 'blood-new york - ,']",0.010919433,0.98908055,3
33,an introduction to spatial database systems,r gќting,vldb j.,1994,an inventory model with commitments,"r anupindi , r akella","submitted for publication ,",1980.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['introduction to a system for distributed databases ( sdd-1 )', 'jb rothnie jr , pa bernstein , s fox , n goodman , m', 'acm transactions on database systems ( tods ) ,']","['an inventory model with commitments', 'r anupindi , r akella', 'submitted for publication ,']",0.19404171,0.8059583,3
29,an introduction to spatial database systems,r gќting,vldb j.,1994,human factors comparison of a procedural and a nonprocedural query language,"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ,",1981.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['introduction to a system for distributed databases ( sdd-1 )', 'acm transactions on database systems ( tods ) ,', 1980.0]","['human factors comparison of a procedural and a nonprocedural query language', 'acm transactions on database systems ,', 1981.0]",0.006482051,0.993518,3
