,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,toshiba 19 ' black lcd hdtv 19av500u,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,,toshiba 19av500u 19 ' lcd tv,,789.98,"('rtable_name',)","[""toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black""]","[""toshiba 19av500u 19 ' lcd tv""]",0.04456549882888794,0.9554345011711121,2
47,linksys,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_price')","[""toshiba 19 ' black lcd hdtv 19av500u"", nan]","['linksys', nan]",0.301413893699646,0.698586106300354,2
25,' widescreen 1080p lcd hdtv w / cinespeed piano black,,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_description')","[""toshiba 19 ' black lcd hdtv 19av500u"", ""toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish""]","[""' widescreen 1080p lcd hdtv w / cinespeed piano black"", nan]",0.050008416175842285,0.9499915838241577,2
26,' widescreen 1080p lcd hdtv w / cinespeed piano black,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,789.98,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_price')","[""toshiba 19 ' black lcd hdtv 19av500u"", nan]","[""' widescreen 1080p lcd hdtv w / cinespeed piano black"", 789.98]",0.07386976480484009,0.9261302351951599,2
28,toshiba 42rv535u 42,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name',)","[""toshiba 19 ' black lcd hdtv 19av500u""]",['toshiba 42rv535u 42'],0.02050316333770752,0.9794968366622925,2
29,toshiba 42rv535u 42,,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_description')","[""toshiba 19 ' black lcd hdtv 19av500u"", ""toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish""]","['toshiba 42rv535u 42', nan]",0.02035433053970337,0.9796456694602966,2
30,toshiba 42rv535u 42,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,789.98,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_price')","[""toshiba 19 ' black lcd hdtv 19av500u"", nan]","['toshiba 42rv535u 42', 789.98]",0.05476212501525879,0.9452378749847412,2
32,widescreen 1080p lcd hdtv w / cinespeed piano black,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name',)","[""toshiba 19 ' black lcd hdtv 19av500u""]",['widescreen 1080p lcd hdtv w / cinespeed piano black'],0.05523639917373657,0.9447636008262634,2
33,widescreen 1080p lcd hdtv w / cinespeed piano black,,,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_description')","[""toshiba 19 ' black lcd hdtv 19av500u"", ""toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish""]","['widescreen 1080p lcd hdtv w / cinespeed piano black', nan]",0.050482988357543945,0.949517011642456,2
34,widescreen 1080p lcd hdtv w / cinespeed piano black,toshiba 19 ' black lcd hdtv 19av500u 720p hd display dynalight back-light control theaterwide modes soundstrip speaker system hdmi digital input universal remote high-gloss bezel black finish,789.98,toshiba 42rv535u 42 ' widescreen 1080p lcd hdtv w / cinespeed piano black,,789.98,"('ltable_name', 'ltable_price')","[""toshiba 19 ' black lcd hdtv 19av500u"", nan]","['widescreen 1080p lcd hdtv w / cinespeed piano black', 789.98]",0.07456666231155396,0.925433337688446,2
