,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",sony 9 ' digital photo frame in black dpfv900,139.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
1,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,sony 9 ' digital photo frame in black dpfv900,35.0,16:9 2.7 ' hybrid lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
2,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
3,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
4,"audiovox commander mt xm satellite radio receiver xmrvrfm002 , dual line display tuneselect feature universal connector scan and jump features full function remote black finish",sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
5,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,sony 9 ' digital photo frame in black dpfv900,69.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
6,"samsung 22 ' black flat panel series 6 lcd hdtv ln22a650 1680 x 1050 true 720p resolution 5,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish",sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,11.89,1
7,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,329.0,1
8,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s expansion handset and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,sony 9 ' digital photo frame in black dpfv900,35.0,16:9 2.7 ' hybrid lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
9,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,sony 9 ' digital photo frame in black dpfv900,35.0,photo viewer 9 ' lcd,sony dpfv900 digital photo frame dpf-v900,199.95,1
