,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,seafood,' 8424 beverly blvd. ',la,664.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
1,' 8783 beverly blvd. ',` los angeles ',144.0,oceana,310/289 -0660,asian,' 8424 beverly blvd. ',la,74.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
2,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,74.0,` jan \ 's family restaurant ',213-651-2866,steakhouses,1
3,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,84.0,` jackson diner ',213-651-2866,` coffee shops ',1
4,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,84.0,` jo jo ',213-651-2866,` coffee shops ',1
5,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,84.0,` brookhaven cafe ',213-651-2866,` coffee shops ',1
6,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',` west la ',84.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
7,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',` las vegas ',664.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
8,' 8783 beverly blvd. ',` los angeles ',144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,664.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
9,' 8783 beverly blvd. ',atlanta,144.0,` le colonial ',310/289 -0660,asian,' 8424 beverly blvd. ',la,74.0,` jan \ 's family restaurant ',213-651-2866,` coffee shops ',1
