,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_title',)",['transparent mid-tier database caching in sql server'],['mid-tier database caching in sql server'],0.0032343152,0.99676573,2
88,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_year',)",[2003],[2003],0.00014596901,0.99985397,2
87,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod,2003,"('rtable_venue',)",['international conference on management of data'],['sigmod'],0.000103006605,0.999897,2
86,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",international conference on management of data,2003,"('rtable_authors',)","['per - &#197; ke larson , jonathan goldstein , jingren zhou']","['per-åke larson , jingren zhou , jonathan goldstein']",5.0750983e-05,0.9999492,2
85,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_title',)",['transparent mid-tier database caching in sql server'],['transparent mid-tier database caching in sql server'],0.00014596901,0.99985397,2
79,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,2003,"('rtable_venue', 'rtable_year')","['international conference on management of data', 2003]","['sigmod conference', 2003]",5.496601e-05,0.99994504,2
78,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jonathan goldstein",international conference on management of data,2003,"('rtable_authors', 'rtable_year')","['per - &#197; ke larson , jonathan goldstein , jingren zhou', 2003]","[', jonathan goldstein', 2003]",4.3833155e-05,0.99995613,2
77,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jonathan goldstein",sigmod conference,2003,"('rtable_authors', 'rtable_venue')","['per - &#197; ke larson , jonathan goldstein , jingren zhou', 'international conference on management of data']","[', jonathan goldstein', 'sigmod conference']",3.09749e-05,0.999969,2
76,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_title', 'rtable_year')","['transparent mid-tier database caching in sql server', 2003]","['transparent mid-tier database caching in sql server', 2003]",0.00014596901,0.99985397,2
75,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,2003,"('rtable_title', 'rtable_venue')","['transparent mid-tier database caching in sql server', 'international conference on management of data']","['transparent mid-tier database caching in sql server', 'sigmod conference']",5.4966167e-05,0.99994504,2
74,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jonathan goldstein",international conference on management of data,2003,"('rtable_title', 'rtable_authors')","['transparent mid-tier database caching in sql server', 'per - &#197; ke larson , jonathan goldstein , jingren zhou']","['transparent mid-tier database caching in sql server', ', jonathan goldstein']",4.3833195e-05,0.99995613,2
73,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_year',)",[2003],[2003],0.00014596901,0.99985397,2
72,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,2003,"('rtable_venue',)",['international conference on management of data'],['sigmod conference'],5.496601e-05,0.99994504,2
71,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jonathan goldstein",international conference on management of data,2003,"('rtable_authors',)","['per - &#197; ke larson , jonathan goldstein , jingren zhou']","[', jonathan goldstein']",4.3833155e-05,0.99995613,2
70,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_title',)",['transparent mid-tier database caching in sql server'],['transparent mid-tier database caching in sql server'],0.00014596901,0.99985397,2
63,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jingren zhou , jonathan goldstein",international conference on management of data,2003,"('rtable_authors', 'rtable_year')","['per - &#197; ke larson , jonathan goldstein , jingren zhou', 2003]","[', jingren zhou , jonathan goldstein', 2003]",4.9109934e-05,0.9999509,2
62,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jingren zhou , jonathan goldstein",sigmod conference,2003,"('rtable_authors', 'rtable_venue')","['per - &#197; ke larson , jonathan goldstein , jingren zhou', 'international conference on management of data']","[', jingren zhou , jonathan goldstein', 'sigmod conference']",4.259374e-05,0.99995744,2
61,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_title', 'rtable_year')","['transparent mid-tier database caching in sql server', 2003]","['transparent mid-tier database caching in sql server', 2003]",0.00014596901,0.99985397,2
60,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,2003,"('rtable_title', 'rtable_venue')","['transparent mid-tier database caching in sql server', 'international conference on management of data']","['transparent mid-tier database caching in sql server', 'sigmod conference']",5.496601e-05,0.99994504,2
59,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,", jingren zhou , jonathan goldstein",international conference on management of data,2003,"('rtable_title', 'rtable_authors')","['transparent mid-tier database caching in sql server', 'per - &#197; ke larson , jonathan goldstein , jingren zhou']","['transparent mid-tier database caching in sql server', ', jingren zhou , jonathan goldstein']",4.9109934e-05,0.9999509,2
58,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('rtable_year',)",[2003],[2003],0.00014596901,0.99985397,2
57,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,2003,"('rtable_venue',)",['international conference on management of data'],['sigmod conference'],5.496601e-05,0.99994504,2
