,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,nan,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,projection screens,nan,p-sdhc4g2-ef / purple,55.99,1
1,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,nan,29.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,antec,be450g,55.99,1
2,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,fva2773,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,projection screens,nan,be450g,55.99,1
3,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,nan,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,nan,be450g,24.09,1
4,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,k087b-005b,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,nan,1252972,55.99,1
5,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,nan,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,coaxial speakers,nan,be450g,55.99,1
6,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,nan,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,nan,hx-mta64da / g32,55.99,1
7,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,uniden,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,nan,nan,be450g,55.99,1
8,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,nan,nan,pa50250u5yr,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,scanners,nan,be450g,55.99,1
9,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,digital cameras,nan,d1680,nan,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,nan,be450g,55.99,1
