,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sakar baseline headphones orange and blue electronics - general 90.27,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title',)",['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],['sakar baseline headphones orange and blue electronics - general 90.27'],0.4364057,0.56359434,2
1,sakar baseline headphones orange and blue electronics - general 90.27,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan]",0.4364053,0.5635947,2
2,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['sakar baseline headphones orange and blue electronics - general 90.27', 'sakar']",0.25469658,0.74530345,2
3,sakar baseline headphones orange and blue electronics - general 90.27,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan]",0.4364057,0.56359434,2
15,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan]",0.34054205,0.659458,2
12,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title',)",['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3'],0.34054205,0.659458,2
13,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan]",0.34054172,0.65945834,2
14,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan]",0.34054172,0.65945834,2
4,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan, 'sakar']",0.25469658,0.74530345,3
5,sakar baseline headphones orange and blue electronics - general 90.27,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan, nan]",0.4364057,0.56359434,3
6,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,sl1023,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', 'sakar', 'sl1023']",0.48250857,0.5174914,3
7,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', 'sakar', nan]",0.25469658,0.74530345,3
17,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan, nan]",0.34054205,0.659458,3
18,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan, nan]",0.34054205,0.659458,3
16,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan, nan]",0.34054205,0.659458,3
9,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan, 'sakar', nan]",0.25469658,0.74530345,4
10,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,sl1023,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_brand', 'ltable_modelno', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', 'sakar', 'sl1023', nan]",0.48250857,0.5174914,4
8,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,sl1023,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan, 'sakar', 'sl1023']",0.48250857,0.5174914,4
19,apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand', 'ltable_modelno')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan, nan]","['apc performance surgearrest 11 outlet with phone splitter and coax protection 120v computers apc p11vt3', nan, nan, nan]",0.34054205,0.659458,4
11,sakar baseline headphones orange and blue electronics - general 90.27,,sakar,sl1023,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title', 'ltable_category', 'ltable_brand', 'ltable_modelno', 'ltable_price')","['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88', nan, nan, nan, nan]","['sakar baseline headphones orange and blue electronics - general 90.27', nan, 'sakar', 'sl1023', nan]",0.48250857,0.5174914,5
