,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 10250 santa monica blvd. ',` los angeles ',84.0,dive !,310/788 -,` dive american ',' 9001 santa monica blvd. ',` new york city ',90.0,` san domenico ',310-550-8811,steakhouses,1
1,' 10250 santa monica blvd. ',` los angeles ',84.0,dive !,310/788 -,american,' 9001 santa monica blvd. ',` w. hollywood ',38.0,` yujean kang \ 's ',310-550-8811,caribbean,1
2,' 2355 peachtree rd. . peachtree battle shopping center ',` los angeles ',74.0,dive !,310/788 -,` dive american ',' 3700 w. flamingo rd. ',` manhattan beach ',749.0,` palm the ( los angeles ) ',310-550-8811,steakhouses,1
3,' 10250 santa monica blvd. ',` los angeles ',22.0,dive !,310/788 -,` dive american ',' 9001 santa monica blvd. ',` manhattan beach ',84.0,` palm the ( los angeles ) ',310-550-8811,steakhouses,1
4,' 10250 santa monica blvd. ',` los angeles ',22.0,dive !,310/788 -,` dive american ',' 9001 santa monica blvd. ',` w. hollywood ',84.0,` palm the ( los angeles ) ',310-550-8811,steakhouses,1
5,' 10250 santa monica blvd. ',` los angeles ',22.0,dive !,310/788 -,californian,' 9001 santa monica blvd. ',` manhattan beach ',84.0,` pink \ 's famous chili dogs ',310-550-8811,steakhouses,1
6,' 10250 santa monica blvd. ',` los angeles ',22.0,dive !,310/788 -,californian,' 9001 santa monica blvd. ',` manhattan beach ',84.0,` palm the ( los angeles ) ',310-550-8811,steakhouses,1
7,' 10250 santa monica blvd. ',` los angeles ',22.0,` schatzi on main ',310/788 -,californian,' 9001 santa monica blvd. ',` manhattan beach ',84.0,` pink \ 's famous chili dogs ',310-550-8811,steakhouses,1
8,' 10250 santa monica blvd. ',` los angeles ',84.0,dive !,310/788 -,american,' 9001 santa monica blvd. ',` los angeles ',38.0,` yujean kang \ 's ',310-550-8811,caribbean,1
9,' 10250 santa monica blvd. ',` los angeles ',84.0,dive !,212/759 -5941,` dive american ',' 9001 santa monica blvd. ',` w. hollywood ',84.0,` palm the ( los angeles ) ',310-550-8811,steakhouses,1
